"חדר","שם","פועל","תנאי","רצף","דובר","מקור","תרגום","הערות","ריפוד","False"
"15.0","101.0","58.0","0.0","3.0","1.0","""to set my feet upon thy road;
thy sword, I take up for mine own.""","""בדרכך אלך, לא אסטה;
בחרבך, את אוייבי אכלה.""","","00000001","False"
"15.0","28.0","7.0","0.0","1.0","99.0","The $20.00 gift certificate for St. George's looks pitifully new and unused.","שובר המתנה על סך 20$ לקניות בסנט ג'ורג' נראה חדש באופן מעורר חמלה.","","00000001","False"
"15.0","28.0","58.0","0.0","1.0","99.0","The gift certificate is written up generically and has the store's name and amount penned in by Gabriel himself.","שובר המתנה כתוב בנוסח גנרי, וגבריאל הוסיף בכתב ידו את שם החנות והסכום.","","00000001","False"
"15.0","43.0","7.0","0.0","1.0","99.0","Gunter Ritter's diary is leather-bound.  Its parchment pages are old and fragile.","יומנו של ריטר גונטר עטוף בכריכת עור. דפי הקלף שלו נושנים ושבריריים.","","00000001","False"
"15.0","43.0","6.0","0.0","1.0","3.0","","","","2b3a0001","False"
"15.0","43.0","58.0","0.0","1.0","3.0","!!!Do not print this.  Comment msg only.","!!!Do not print this.  Comment msg only.","","00000001","False"
"15.0","97.0","7.0","0.0","1.0","99.0","The jar contains fru-fru hair gel.","הצנצנת מכילה ג'ל לשיער פרו-פרו.","","00000001","False"
"15.0","97.0","6.0","0.0","1.0","99.0","Gabriel doesn't want to open that jar until he's ready to use the hair gel.  It will get all over everything.","גבריאל לא רוצה לפתוח עד הצנצנת קודם שירגיש מוכן להשתמש בג'ל השיער. זה עלול להישפך לכל הכיוונים.","","00000001","False"
"15.0","97.0","58.0","0.0","1.0","99.0","The label on the hair gel jar talks about mysterious Hawaiian roots and ancient oriental secrets.","התווית על צנצנת ג'ל השיער מדברת על שורשים מסתוריים מהוואי וסודות מזרחיים עתיקים.","","00000001","False"
"15.0","97.0","58.0","0.0","2.0","99.0","The copy is almost as believable as Gabriel's novels.","ההעתק אמין כמעט כמו הרומנים של גבריאל.","","00000001","False"
"15.0","88.0","68.0","0.0","1.0","97.0","Select the HELP icon and move it over another icon to learn about that other icon's function.","בחר באייקון העזרה ורחף איתו על פני כל אחד מהאייקונים האחרים כדי ללמוד על תפקידיהם השונים.","","00000001","False"
"15.0","65.0","7.0","0.0","1.0","99.0","The keycard has a magnetic strip on the back.","פס מגנטי נמתח על גב הכרטיס המגנטי.","","00000001","False"
"15.0","65.0","58.0","0.0","1.0","99.0","The card is not marked.","הכרטיס לא מסומן.","","00000001","False"
"15.0","50.0","7.0","0.0","1.0","99.0","The key is from Mosely.","המפתח שייך למוזלי.","","00000001","False"
"15.0","50.0","58.0","0.0","1.0","99.0","(LAST PART IS SARCASTIC)The key has ""Property of the New Orleans Police Department"" stamped on it.  Right.  Not anymore.","על המפתח מוטבע חותם ""רכוש משטרת ניו אורלינס"". ובכן. כבר לא.","","00000000","False"
"15.0","51.0","7.0","0.0","1.0","99.0","The long rod is shaped like a snake.  The head of the rod is the snake's angled, triangular head.","המטה הארוך מעוצב כמו נחש. ראש המטה הוא ראש הנחש המשולש והזוויתי.","","00000001","False"
"15.0","51.0","6.0","0.0","1.0","99.0","The rod does not appear to open.","המטה לא עושה רושם של משהו שיכול להפתח.","","00000001","False"
"15.0","51.0","58.0","0.0","1.0","99.0","There are some strange symbols on the rod, but Gabriel doesn't know how to interpret them.","ישנם כמה סמלים מוזרים על המטה, אך גבריאל אינו יודע כיצד לפרש אותם.","","00000001","False"
"15.0","26.0","7.0","11.0","1.0","99.0","The letter is addressed to Heinz Ritter, Gabriel's grandfather.","המכתב ממוען להיינץ ריטר, סבו של גבריאל.","","00000001","False"
"15.0","26.0","7.0","12.0","1.0","99.0","The letter is addressed to Heinz Ritter, whoever that is.","המכתב ממוען להיינץ ריטר, מי שזה לא יהיה.","","00000001","False"
"15.0","26.0","6.0","0.0","1.0","99.0","","","","17060001","False"
"15.0","26.0","58.0","0.0","1.0","99.0","The letter is written in German, but Gabriel determines what he can about it....","המכתב כתוב בגרמנית, אבל גבריאל מפענח מה שהוא יכול ממנו...","","00000001","False"
"15.0","26.0","58.0","0.0","2.0","99.0","It was sent from a place called ""Schloss Ritter"" in Rittersberg, West Germany.","הוא נשלח ממקום בשם ""שלוס ריטר"" בריטרסברג, מערב גרמניה.","","00000001","False"
"15.0","26.0","58.0","0.0","3.0","99.0","The letter is addressed to ""Mein Sohn Heinz"" and signed ""Wilhelm Ritter.""","המכתב ממוען ל""מיין סון היינץ"" וחתום בשם ""ווילהלם ריטר"".","","00000001","False"
"15.0","26.0","58.0","0.0","4.0","99.0","One of the reoccurring words strewn throughout the letter is the word ""Schattenjäger.""","אחת המילים שחוזרות על עצמן לאורך המכתב היא המילה ""שאטנייגר"".","","00000001","False"
"15.0","26.0","58.0","0.0","5.0","99.0","The only other thing that Gabriel can decipher about the letter is a sense of urgency in the handwriting and in the heavy use of a quill tip, bold strokes, and underlining.","הדבר היחיד שגבריאל מצליח לפענח לגבי המכתב הוא תחושת דחיפות בכתב היד ובשימוש הכבד בציפורן העט, משיכות קולמוס עזות והדגשה בקו תחתון.","","00000001","False"
"15.0","42.0","7.0","0.0","1.0","99.0","The letter is addressed to Gabriel from Wolfgang Ritter.","המכתב ממוען לגבריאל מוולפגנג ריטר.","","00000001","False"
"15.0","42.0","6.0","0.0","1.0","99.0","","","","17060001","False"
"15.0","42.0","58.0","0.0","1.0","99.0","Wolfgang's letter says....","במכתב של וולפגנג כתוב...","","00000001","False"
"15.0","42.0","58.0","0.0","2.0","46.0","Dear Gabriel:  Please read the enclosed journal carefully.  It might help you understand your family's special obligations and our current predicament.","גבריאל היקר: נא לקרוא בעיון את היומן המצורף. הוא עשוי לעזור לך להבין את חובותיך המשפחתיות המיוחדות כמו גם את מצב הביש שלנו.","","00000001","False"
"15.0","42.0","58.0","0.0","3.0","46.0","God be with you, Uncle Wolfgang","שאלוקים יהיה בעזרך, דוד וולפגנג.","","00000001","False"
"15.0","89.0","68.0","0.0","1.0","97.0","The LOOK icon will give you a description of an inventory item.  Click on the LOOK icon, then click the LOOK cursor on an inventory item.","אייקון ההבטה יעניק לך תיאור מורחב על חפצי המלאי. הקש על אייקון ההבטה, ואז הקלק עם סמן ההבטה על חפץ מהמלאי.","","00000001","False"
"15.0","112.0","7.0","0.0","1.0","99.0","Gabriel feels a little guilty as he looks at the stacks of bills.  He hopes he isn't breaking any Schattenjäger rules.","רגשי אשם מציפים את גבריאל בעודו מביט בערימת החשבונות. הוא מקווה שהוא לא מפר שום חוק שטניאגרי.","","00000000","False"
"15.0","112.0","7.0","0.0","2.0","99.0","Of course, the family castle really is in need of some serious repairs.","הטירה המשפחתית זקוקה בהחלט לכמה תיקונים רציניים.","","00000000","False"
"15.0","112.0","58.0","0.0","1.0","99.0","","","","1f3a0000","False"
"15.0","30.0","7.0","0.0","1.0","99.0","The lucky dog is plump and juicy.","נקניקיית זוגלובק שמנמנה ועסיסית.","","00000001","False"
"15.0","30.0","6.0","0.0","1.0","99.0","That would be a mess.","זה יעשה בלגן.","","00000001","False"
"15.0","30.0","58.0","0.0","1.0","99.0","Although the mustard is teasingly poured into a pattern-like shape, Gabriel's eyes can make no sense of it.","למרות שהחרדל נשפך בהקנטה לצורה דמוית תבנית, עיניו של גבריאל אינן יכולות לחוש בכך.","","00000001","False"
"15.0","11.0","22.0","32.0","1.0","99.0","","","","09042001","False"
"15.0","11.0","22.0","35.0","1.0","99.0","","","","09042301","False"
"15.0","11.0","22.0","33.0","1.0","99.0","","","","09042101","False"
"15.0","11.0","20.0","2.0","1.0","99.0","","","","01040201","False"
"15.0","11.0","20.0","1.0","1.0","99.0","","","","01040101","False"
"15.0","11.0","20.0","3.0","1.0","99.0","","","","01040301","False"
"15.0","11.0","7.0","0.0","1.0","99.0","The magnifying glass is an expensive one with an inlaid jade handle--an heirloom from Gabriel's grandfather.","זאת זכוכית מגדלת יקרה עם ידית משובצת באבני ירקן--ירושה מסבו של גבריאל.","","00000001","False"
"15.0","11.0","21.0","32.0","1.0","99.0","","","","03042001","False"
"15.0","11.0","21.0","35.0","1.0","99.0","","","","03042301","False"
"15.0","11.0","21.0","33.0","1.0","99.0","","","","03042101","False"
"15.0","11.0","26.0","5.0","1.0","99.0","","","","05040501","False"
"15.0","11.0","26.0","4.0","1.0","99.0","","","","05040401","False"
"15.0","11.0","26.0","6.0","1.0","99.0","","","","05040601","False"
"15.0","11.0","6.0","0.0","1.0","99.0","The magnifying glass doesn't open.","זכוכית המגדלת לא נפתחת.","","00000000","False"
"15.0","11.0","58.0","0.0","1.0","99.0","There's nothing written on the magnifying glass.","שום דבר לא כתוב על זכוכית המגדלת.","","00000000","False"
"15.0","11.0","51.0","0.0","1.0","99.0","","","","07040001","False"
"15.0","11.0","35.0","0.0","1.0","99.0","","","","27040001","False"
"15.0","99.0","7.0","0.0","1.0","99.0","Gabriel's carrying a boar's mask and robe from the hounfour supply room.","גבריאל נושא מסיכת חזיר בר וגלימה ממחסן הציוד של הונפור.","","00000001","False"
"15.0","99.0","6.0","0.0","1.0","99.0","The disguise doesn't open.","התחפושת לא נפתחת.","","00000001","False"
"15.0","99.0","58.0","0.0","1.0","99.0","There's nothing written on the mask or robe.","שום דבר לא כתוב על המסיכה או הגלימה.","","00000001","False"
"15.0","98.0","7.0","0.0","1.0","99.0","The wolf's mask and robe are from the hounfour supply room.","מסיכת הזאב והגלימה הגיעו ממחסן הציוד של הונפור.","","00000001","False"
"15.0","98.0","6.0","0.0","1.0","99.0","","","","63060001","False"
"15.0","98.0","58.0","0.0","1.0","99.0","","","","633a0001","False"
"15.0","32.0","7.0","0.0","1.0","99.0","(ARCC)The crocodile mask is made of genuine crocodile head.  It looks heavy, hot, and smelly.","מסיכת התנין עשויה מראש תנין אמיתי. היא נראית כבדה, חמה, ומסריחה.","","00000001","False"
"15.0","32.0","6.0","0.0","1.0","99.0","The mask doesn't open; it fits on over one's head.","המסיכה לא נפתחת; שמים אותה על הראש.","","00000001","False"
"15.0","32.0","58.0","0.0","1.0","99.0","The mask has no writing on it inside or out.","אין שום כיתובים על גבי המסיכה, לא בפנים ולא בחוץ.","","00000001","False"
"15.0","67.0","7.0","0.0","1.0","99.0","The wolf's mask is from the hounfour supply room.","מסיכת הזאב נלקחה ממחסן הציוד של הונפור.","","00000001","False"
"15.0","67.0","6.0","0.0","1.0","99.0","","","","20060001","False"
"15.0","67.0","58.0","0.0","1.0","99.0","","","","203a0001","False"
"15.0","68.0","7.0","0.0","1.0","99.0","It's a boar's mask from the hounfour supply room.","זאת מסיכת חזיר בר ממחסן הציוד של הונפור.","","00000001","False"
"15.0","68.0","6.0","0.0","1.0","99.0","","","","20060001","False"
"15.0","68.0","58.0","0.0","1.0","99.0","","","","203a0001","False"
"15.0","109.0","7.0","0.0","1.0","99.0","(LAST PART IS SARCASTIC)Mosely's ""Americans Repressed"" card.   Credit.  What a concept.","כרטיס ""האמריקאים המדוכאים"" של מוזלי. שאפו על הקונספט.","","00000001","False"
"15.0","109.0","58.0","0.0","1.0","99.0","The card has Mosely's name written on it.  It expires next month.","על הכרטיס מודפס שמו של מוזלי. תוקפו פג בחודש הבא.","","00000001","False"
"15.0","48.0","7.0","0.0","1.0","99.0","Gabriel eyes the surreptitiously-delivered envelope.  There doesn't seem to be anything unusual about it.","גבריאל מתבונן במעטפה החשאית. אין בה שום דבר יוצא דופן.","","00000001","False"
"15.0","48.0","6.0","0.0","1.0","99.0","Gabriel opens the envelope and finds....","גבריאל פותח את המעטפה ומוצא...","","00000001","False"
"15.0","48.0","6.0","0.0","2.0","99.0","A note from Mosely and a small brass key.","פתק ממוזלי ומפתח נחושת קטן.","","00000001","False"
"15.0","48.0","58.0","0.0","1.0","99.0","The envelope is unmarked.","המעטפה לא מסומנת.","","00000001","False"
"15.0","15.0","7.0","0.0","1.0","99.0","The envelope from Mosely is a plain manila one.  It feels pretty light.","מעטפת מנילה פשוטה ממוזלי. היא מרגישה קלילה ביותר.","","00000001","False"
"15.0","15.0","6.0","0.0","1.0","99.0","Gabriel opens the manila envelope and finds....","גבריאל פותח את המעטפה החומה ומוצא...","","00000001","False"
"15.0","15.0","6.0","0.0","2.0","99.0","Two photographs.","שני תצלומים.","","00000001","False"
"15.0","15.0","58.0","0.0","1.0","99.0","The envelope has Gabriel's name written on it.  Misspelled.","השם של גבריאל כתוב על המעטפה. עם שגיאת כתיב.","","00000001","False"
"15.0","108.0","7.0","28.0","1.0","99.0","It's a man's wallet.","זה ארנק של גבר.","","00000001","False"
"15.0","108.0","7.0","27.0","1.0","99.0","Mosely's wallet has obviously been in his back pocket for a long time.  It's shaped just like him.","רואים שהארנק של מוזלי ישב בכיס האחורי שלו במשך הרבה זמן. יש לו בדיוק את הצורה שלו.","","00000001","False"
"15.0","108.0","6.0","26.0","1.0","99.0","Gabriel opens the wallet and finds....","גבריאל פותח את הארנק ומוצא...","","00000001","False"
"15.0","108.0","6.0","26.0","2.0","99.0","Some I.D. belonging to Mosely and an ""Americans Repressed"" card.","תעודת זהות ששיכת למוזלי וכרטיס ""אמריקן ריפרסד""","","00000001","False"
"15.0","108.0","6.0","29.0","1.0","99.0","The other items in Mosely's wallet don't interest Gabriel.","הפריטים האחרים בארנק של מוזלי לא מעניינים את גבריאל.","","00000001","False"
"15.0","108.0","58.0","0.0","1.0","99.0","There's nothing written on the wallet.","לא כתוב כלום על הארנק.","","00000001","False"
"15.0","40.0","7.0","0.0","1.0","99.0","It's a newspaper clipping from the year 1810.","גזיר עיתון משנת 1810.","","00000001","False"
"15.0","40.0","6.0","0.0","1.0","99.0","The newspaper clipping doesn't need to be opened.","אין צורך לפתוח את גזיר העיתון.","","00000001","False"
"15.0","40.0","58.0","0.0","1.0","99.0","The newspaper clipping describes a ritualistic murder in Congo Square.","גזיר העיתון מתאר רצח פולחני בכיכר קונגו.","","00000001","False"
"15.0","40.0","58.0","0.0","2.0","99.0","It includes a rough sketch of a pattern found around the body.  The sketch is very similar to the reconstructed vévé.","הוא כולל שרטוט גס של צורה שנמצאה בסביבות הגופה. הסקיצה דומה להפליא לווה המשוחזרת.","","00000001","False"
"15.0","44.0","7.0","0.0","1.0","99.0","","","","50070001","False"
"15.0","44.0","6.0","0.0","1.0","99.0","","","","17060001","False"
"15.0","44.0","58.0","0.0","1.0","3.0","!!!Do not print this.  Comment msg only.","!!!Do not print this.  Comment msg only.","","00000001","False"
"15.0","49.0","7.0","0.0","1.0","99.0","It's a note from Mosely.","זהו מכתב ממוזלי.","","00000001","False"
"15.0","49.0","6.0","0.0","1.0","99.0","","","","17060001","False"
"15.0","49.0","58.0","0.0","1.0","99.0","Mosely's note says....","וכך נכתב במכתבו של מוזלי...","","00000001","False"
"15.0","49.0","58.0","0.0","2.0","8.0","Gabe--I have to go underground with this thing.  It runs wide and deep throughout the department and the city board....","גייב--נאלצתי לרדת למחתרת עם הדבר הזה. זה חדר לרוחב ולעומק כל המחלקה ומועצת העיר...","","00000001","False"
"15.0","49.0","58.0","0.0","3.0","8.0","I'm already being watched.  It was ""suggested"" that I take vacation time, so I am--at least, as far as they know.","אני נמצא תחת מעקב. ""המליצו"" לי לקחת חופשה, וזה מה שעשיתי--לכל הפחות, עד כמה שידוע להם.","","00000001","False"
"15.0","49.0","58.0","0.0","4.0","8.0","Try to keep out of this--it's too hot for a rookie.  Just in case, I'm sending you my office key.  You might find some useful things there.","נסה לא להיות מעורב בעניין--זה יותר מדי מסוכן לטירונים. לכל צרה, אני שולח לך את מפתח המשרד שלי. יתכן שתמצא שם כמה דברים שימושיים.","","00000001","False"
"15.0","49.0","58.0","0.0","5.0","8.0","P.S. I think this note will look great in the book, don't you?  Make sure you save it.","נ.ב. אני חושב שהפתק הזה יתאים בול לספר שלך, אתה לא חושב? תשמור עליו היטב.","","00000001","False"
"15.0","49.0","58.0","0.0","6.0","99.0","The note is signed Detective Mosely.","המכתב חתום על ידי הבלש מוזלי.","","00000001","False"
"15.0","111.0","0.0","42.0","1.0","99.0","(RRCC)Didn't Grace say you had to dial 011 first to get international?","גרייס לא אמרה שיש לחייג תחילה 011 בשיחה בינלאומית?","","00000000","False"
"15.0","111.0","0.0","36.0","1.0","99.0","Gabriel magnifies the scale from the fortuneteller.","גבריאל מגדיל את הקשקש מהמגדת עתידות.","","00000001","False"
"15.0","111.0","0.0","39.0","1.0","99.0","The iridescent scale is brilliantly hued with greens and purples.","הקשקש הססגוני מבריק בגוני ירוק וסגול.","","00000001","False"
"15.0","111.0","0.0","37.0","1.0","99.0","Gabriel magnifies the scale from the lake.","גבריאל מגדיל את הקשקש מהאגם.","","00000001","False"
"15.0","111.0","0.0","34.0","1.0","99.0","Gabriel magnifies the shed skin from Magentia Moonbeam's snake.","גבריאל מגדיל את נשל הנחש של מגנטיה קרן-ירח.","","00000001","False"
"15.0","111.0","0.0","38.0","1.0","99.0","Gabriel magnifies the snake scale from the Voodoo Museum's python.","גבריאל מגדיל את קשקש הנחש מהפיתון במוזיאון הוודו.","","00000001","False"
"15.0","111.0","0.0","31.0","1.0","99.0","He places the two scales together.","הוא ממקם את שני הקשקשים זה לצד זה.","","00000001","False"
"15.0","86.0","68.0","0.0","1.0","97.0","The OPEN icon allows you to open an inventory item.  Click on the OPEN icon, then click the OPEN cursor on an inventory item.","אייקון הפתיחה מאפשר לך לפתוח חפצים מהמלאי. הקלק על אייקון הפתיחה, ואז הקלק בסמן הפתיחה על חפץ במלאי.","","00000001","False"
"15.0","87.0","68.0","0.0","1.0","97.0","The OPERATE icon allows you to ""use"" an inventory item that has a mechanical function.  Click on the OPERATE icon, then click the OPERATE cursor on an inventory item.","אייקון ההפעלה מאפשר לך ""להפעיל"" חפצים מהמלאי שיש להם פונקציה מכנית. הקלק אל אייקון ההפעלה, ואז הקלק בסמן ההפעלה על חפץ במלאי.","","00000001","False"
"15.0","34.0","7.0","0.0","1.0","99.0","","","","4a070001","False"
"15.0","34.0","6.0","0.0","1.0","99.0","","","","17060001","False"
"15.0","34.0","58.0","0.0","1.0","3.0","!!!Do not print this.  Comment msg only.","!!!Do not print this.  Comment msg only.","","00000001","False"
"15.0","17.0","7.0","0.0","1.0","99.0","The photograph of Mosely was apparently taken upon his graduation from the police academy.  He had hair then.","תמונתו של מוזלי צולמה ככל הנראה בטקס סיום הלימודים בבית הספר לשוטרים. אז עוד היה לו שיער.","","00000001","False"
"15.0","17.0","6.0","0.0","1.0","99.0","","","","12060001","False"
"15.0","17.0","58.0","0.0","1.0","99.0","The photo of Mosely reads ""cop nerd"" to Gabriel's eyes.","התמונה של מוזלי צועקת ""שוטר חנון"" בעיניו של גבריאל.","","00000001","False"
"15.0","18.0","7.0","0.0","1.0","99.0","One of the photos from Mosely is an official ""Voodoo Murders"" crime scene shot--a graphic close-up of a victim.","אחת מהתמונות ממוזלי היא תצלום רשמי מזירת ""רצח וודו""--תקריב גרפי של קורבן.","","00000001","False"
"15.0","18.0","6.0","0.0","1.0","99.0","The photograph cannot be opened.","אי אפשר לפתוח תמונה.","","00000001","False"
"15.0","18.0","58.0","0.0","1.0","99.0","The murder photo has nothing written on it.","על תצלום הרצח לא כתוב דבר.","","00000001","False"
"15.0","25.0","7.0","11.0","1.0","99.0","(RRCC. RERECORD. GRANDFATHER, NOT FATHER)The old photograph shows Gabriel's grandfather with two other men--apparently his German father and brother.","בתמונה הישנה נראה סבו של גבריאל לצד שני גברים--כנראה אביו ואחיו מגרמניה.","","00000001","False"
"15.0","25.0","7.0","12.0","1.0","99.0","The old photograph shows Gabriel's grandfather with two other men that Gabriel has not identified.","בתמונה הישנה נראה סבו של גבריאל לצד שני גברים שגבריאל אינו מזהה.","","00000001","False"
"15.0","25.0","6.0","0.0","1.0","99.0","","","","12060001","False"
"15.0","25.0","58.0","0.0","1.0","99.0","The back of the photo has the following written on it; ""Schloss Ritter, 1925.""","בגב התמונה רשום הכיתוב הבא; ""שלוס ריטר, 1925.""","","00000001","False"
"15.0","36.0","7.0","0.0","1.0","99.0","It's a white priest's collar.","זהו צווארון כומר לבן.","","00000001","False"
"15.0","36.0","6.0","0.0","1.0","99.0","The collar does open in back, but there's no need to do that until Gabriel puts it on.","הצווארון אכן נפתח מאחור, אך אין צורך לעשות זאת כל עוד גבריאל לא לובש אותו.","","00000001","False"
"15.0","36.0","58.0","0.0","1.0","99.0","Inside the collar is a message: ""Lt. starch pls.""  What could that mean?","בצד הפנימי של הצווארון נכתב מסר: ""לעמלן בעד' בבק'."" מה זה יכול להביע?","","00000001","False"
"15.0","85.0","68.0","0.0","1.0","97.0","The READ icon allows you to read printed materials.  Click on the READ icon, then click the READ icon on an inventory item that you think might be READable.","אייקון הקריאה מאפשר לך לקרוא חומרים מודפסים. לחץ על אייקון הקריאה, ואז הקש עם סמן הקריאה על חפץ מהמלאי שלדעתך עשוי להיות קריא.","","00000001","False"
"15.0","100.0","7.0","0.0","1.0","99.0","It's a robe from the hounfour supply room.","גלימה ממחסן הציוד של הונפור.","","00000001","False"
"15.0","100.0","6.0","0.0","1.0","99.0","The robe will open when Gabriel puts it on.","הגלימה תפתח ברגע שגבריאל יתעטף בה.","","00000001","False"
"15.0","100.0","58.0","0.0","1.0","99.0","There's nothing written on the robe.","לא כתוב כלום על הגלימה.","","00000001","False"
"15.0","103.0","104.0","0.0","1.0","99.0","","","","666a0000","False"
"15.0","103.0","7.0","0.0","1.0","99.0","The shaker of salt is nearly full.","המלחיה כמעט מלאה.","","00000001","False"
"15.0","103.0","6.0","0.0","1.0","99.0","Gabriel doesn't want to open the shaker until he's ready to use the salt.","גבריאל לא מתלהב לפתוח את המלחיה לפני שיש לו מה לעשות עם המלח.","","00000001","False"
"15.0","5.0","7.0","0.0","1.0","99.0","It's a snake scale from the Voodoo Museum's python.","זהו קשקש הנחש מפיתון מוזיאון הוודו.","","00000001","False"
"15.0","5.0","7.0","0.0","2.0","99.0","Heh, heh, heh.","חי, חי, חי.","","00000000","False"
"15.0","5.0","4.0","5.0","1.0","99.0","","","","6f002601","False"
"15.0","5.0","4.0","5.0","2.0","99.0","","","","06070000","False"
"15.0","5.0","4.0","4.0","1.0","99.0","","","","6f002601","False"
"15.0","5.0","4.0","4.0","2.0","99.0","It's hued with purples and greens.  It matches the scale from Lake Pontchartrain!","הוא בגווני סגול וירוק. הוא תואם לקשקש מאגם פונצ'רטריין!","","00000001","False"
"15.0","5.0","4.0","4.0","3.0","99.0","","","","6f001f01","False"
"15.0","5.0","4.0","6.0","1.0","99.0","","","","05040501","False"
"15.0","7.0","7.0","0.0","1.0","99.0","Gabriel has matched the Lake Pontchartrain scale with the scale from the museum python.","גבריאל השווה את קשקש אגם פונצ'רטריין לקשקש מפיתון המוזיאון.","","00000001","False"
"15.0","7.0","4.0","0.0","1.0","99.0","Gabriel magnifies the two scales.","גבריאל מגדיל את שני הקשקשים.","","00000001","False"
"15.0","9.0","7.0","0.0","1.0","99.0","Gabriel has a scale from the fortuneteller's boa.","גבריאל מחזיק בקשקש מנחש החנק של מגדת העתידות.","","00000001","False"
"15.0","9.0","4.0","32.0","1.0","99.0","","","","6f002401","False"
"15.0","9.0","4.0","32.0","2.0","99.0","The iridescent scale is hued olive green.  It doesn't seem to match the scale from Lake Pontchartrain.","הקשקש הססגוני מבריק בגון ירוק זית. אין התאמה לקשקש מאגם פונצ'רטריין.","","00000000","False"
"15.0","9.0","4.0","35.0","1.0","99.0","","","","6f002400","False"
"15.0","9.0","4.0","33.0","1.0","99.0","","","","6f002401","False"
"15.0","9.0","4.0","33.0","2.0","99.0","","","","0a070001","False"
"15.0","1.0","7.0","0.0","1.0","99.0","Gabriel is carrying a scale he found near the crime scene at Lake Pontchartrain.","גבריאל אוחז בקשקש אותו מצא סמוך לזירת הרצח בגדות אגם פונצ'רטריין.","","00000001","False"
"15.0","1.0","4.0","2.0","1.0","99.0","","","","6f002501","False"
"15.0","1.0","4.0","2.0","2.0","99.0","","","","02070000","False"
"15.0","1.0","4.0","1.0","1.0","99.0","","","","6f002501","False"
"15.0","1.0","4.0","1.0","2.0","99.0","It's hued with purples and greens.  It matches the scale from the Voodoo museum!","הוא צבוע בגווני סגול וירוק. הוא תואם לקשקש ממוזיאון הוודו!","","00000001","False"
"15.0","1.0","4.0","1.0","3.0","99.0","","","","6f001f00","False"
"15.0","1.0","4.0","3.0","1.0","99.0","","","","01040201","False"
"15.0","3.0","7.0","0.0","1.0","99.0","It's the shed skin from Moonbeam's snake.","זהו נשל הנחש של קרן-ירח.","","00000001","False"
"15.0","3.0","4.0","32.0","1.0","99.0","","","","6f002201","False"
"15.0","3.0","4.0","32.0","2.0","99.0","The snake scales are hued brown.  They don't match the scale from Lake Pontchartrain.","קשקשי הנחש בגוון חום. הם אינם תואמים לקשקש מאגם פונצ'רטריין.","","00000000","False"
"15.0","3.0","4.0","35.0","1.0","99.0","","","","6f002200","False"
"15.0","3.0","4.0","33.0","1.0","99.0","","","","6f002201","False"
"15.0","3.0","4.0","33.0","2.0","99.0","","","","04070001","False"
"15.0","104.0","7.0","0.0","1.0","99.0","(RRCC)The hair-clipping scissors are spotless.","מספרי שיער כמעט כמו חדשים.","","00000001","False"
"15.0","104.0","7.0","0.0","2.0","99.0","It looks like Wolfgang uses his scissors as infrequently as Gabriel uses his own.","נראה כאילו וולפגנג משתמש במספריים שלו לעיתים נדירות מאוד ממש כמו גבריאל.","","00000000","False"
"15.0","94.0","68.0","0.0","1.0","97.0","The SCROLL BAR will allow you to scroll through inventory.  Click on the UP arrow to see the previous page of inventory items, the DOWN arrow to see the next page.","סרגל הגלילה מאפשר לך לגלול את חלון המלאי. הקש על החץ למעלה כדי לראות את עמוד המלאי הקודם, ועל החץ למטה על מנת לראות את העמוד הבא.","","00000001","False"
"15.0","10.0","7.0","0.0","1.0","99.0","The iridescent scale is hued olive green.","הקשקש הססגוני זוהר בגוון ירוק זית.","","00000001","False"
"15.0","10.0","4.0","0.0","1.0","99.0","","","","00041501","False"
"15.0","2.0","7.0","0.0","1.0","99.0","","","","6f002701","False"
"15.0","2.0","4.0","0.0","1.0","99.0","","","","0a040001","False"
"15.0","4.0","7.0","0.0","1.0","99.0","The snake skin is translucent.  The scales are hued in browns.","עור הנחש שקוף. הקשקשים בגווני חום.","","00000001","False"
"15.0","4.0","4.0","0.0","1.0","99.0","","","","0a040001","False"
"15.0","6.0","7.0","0.0","1.0","99.0","","","","6f002701","False"
"15.0","6.0","4.0","0.0","1.0","99.0","","","","0a040001","False"
"15.0","8.0","7.0","0.0","1.0","99.0","The two iridescent scales are a perfect match.","שני הקשקשים הססגוניים תואמים באופן מושלם.","","00000001","False"
"15.0","8.0","4.0","0.0","1.0","99.0","","","","0a040001","False"
"15.0","95.0","7.0","0.0","1.0","99.0","Gabriel is carrying a priest's shirt and collar which--surprise, surprise--do not belong to him.","גבריאל נושא בכליו חולצת כומר וצווארון אשר--הפתעה, הפתעה--אינם שייכים לו.","","00000001","False"
"15.0","95.0","6.0","0.0","1.0","99.0","There's no reason to open the shirt and collar.","אין סיבה לפתוח את החולצה והצווארון.","","00000001","False"
"15.0","95.0","58.0","0.0","1.0","99.0","","","","243a0000","False"
"15.0","96.0","7.0","0.0","1.0","99.0","It's a priest's shirt.","חולצת הכומר.","","00000001","False"
"15.0","46.0","7.0","0.0","1.0","99.0","It's a signal device for the tracker.","זה מכשיר איתות לאיתורן.","","00000001","False"
"15.0","46.0","45.0","0.0","1.0","99.0","That's not the way it works.  Gabriel has to leave the signal device somewhere and the tracker part will locate it.","זה לא עובד ככה. על גבריאל להניח את מכשיר האיתות היכנשהו ומכשיר המעקב יאתר אותו.","","00000001","False"
