"room","idx","original","translated","comments"
"34","13","The coffee urn is empty.","קנקן הקפה ריק.",""
"34","14","Don't play with fire!","לא לשחק באש!",""
"34","15","Cautiously, you poke your head into the dark opening of the little door and look around. All you can see is a narrow chute going down into complete darkness.","בזהירות רבה, את תוחבת את ראשך בתוך פתח הדלת החשוך ומסתכלת סביבך. את רואה פיר צר צונח מטה אל עבר עלטה מוחלטת.",""
"34","16","What chute? All you see is a little door.","איזה פיר? כל מה שאת רואה זו דלת קטנה.",""
"34","17","It is already open.","היא כבר פתוחה.",""
"34","18","It's not open.","היא לא פתוחה.",""
"34","19","Are you sure you are keeping track are what you are doing?","את בטוחה שאת עוקבת אחרי מה שאת עושה?",""
"34","20","It appears to be a chute of some kind. You wonder where it goes to.","היא נראית כמו מגלשה או משהו דומה. את תוהה לאן היא מגיעה.",""
"34","21","""AAAIIIIEEEEEEE!""","""אייייייייייייי!""",""
"34","22","Oh, chute!","אויש, איזו נפילה!",""
"34","23","You're not fond of coffee.","את לא חובבת קפה.",""
"34","24","The coffee urn is much too big and heavy to carry around.","קנקן הקפה כבד מדי מכדי להיסחב איתו לכל מקום.",""
"34","25","It's a lovely piece, isn't it?","איזו יצירה נפלאה, אה?",""
"34","26","A beautiful crystal chandelier hangs above the dining table.","נברשת בדולח יפהפייה תלויה מעל שולחן האוכל.",""
"34","27","There is nothing of interest in the hutch.","אין שום דבר מעניין בשידה.",""
"34","28","You notice a lovely, leaded glass hutch in the corner.","את רואה שידה מקסימה, מצופת עופרת ניצבת בפינה.",""
"34","29","There is plenty of seating around the large dining table.","יש די והותר מקומות ישיבה מסביב לשולחן האוכל הגדול.",""
"34","30","A large, silver coffee urn sits on the small table.","קנקן קפה גדול, כסוף מונח על השולחן הקטן.",""
"34","31","There is nothing of interest behind the mirror.","אין שום דבר מעניין מאחורי המראה.",""
"34","32","You gaze into the mirror and appraise your appearance. A bit disheveled, perhaps, but not bad...considering the circumstances.","את מביטה במראה ואומדת את הופעתך. מרושלת קמעא, יתכן, אך מאידך סבירה לגמרי...בהתחשב בנסיבות.",""
"34","33","You see a dusty, old mirror hanging on the wall.","את רואה מראה ישנה, מאובקת תלויה על הקיר.",""
"35","0","This old house has a nice big kitchen.","בבית עתיק זה שוכן מטבח גדול ונאה.",""
"35","1","Right now you see Celie washing the dinner dishes while Beauregard has found a warm spot by the stove.","ברגעים אלה את צופה בסילי שוטפת את הכלים מארוחת הערב בזמן שבירגארד מצא לו פינה חמה על יד התנור.",""
"35","2","Right now the sink's full of dirty dishes.","כרגע הכיור מלא בכלים מלוכלכים.",""
"35","3","You don't see any dishes.","אתה לא רואה שום כלים.",""
"35","4","The French doors lead outside.","הדלתות הצרפתיות מובילות החוצה.",""
"35","5","You see a tiny rug by the kitchen sink.","את רואה מחצלת קטנה ליד כיור המטבח.",""
"35","6","Various kitchen implements are stored under the table. There's nothing you need there.","כלי מטבח שונים מאוחסנים תחת השולחן. את לא צריכה משם כלום.",""
"35","7","You should do that in the bathroom.","תעשי את זה בשירותים.",""
"35","8","Why would you want dirty old dishes?","מה תעשי עם כלים מלוכלכים ישנים?",""
"35","9","Aha! A leftover soup bone! As it might come in handy, you grab it and take it with you.","אהה! שאריות ממרק העצמות! מאחר וזה עשוי לבוא לכלל שימוש, את נוטלת עצם ומניחה בין מטלטלייך.",""
"35","10","Nope. Nothing interesting in there!","לא. אין שם ולו דבר אחד מעניין!",""
"35","11","The sink is full of dirty dinner dishes.","הכיור מלא בכלים מלוכלכים.",""
"35","12","It's just an empty sink.","זהו סתם כיור ריק.",""
"35","13","It's empty.","זה ריק.",""
"35","14","The old butter churn is empty.","מחבצת החמאה הישנה ריקה.",""
"35","15","That's a pretty basic three-legged stool.","שרפרף בן שלושה רגלים פשוט למדי.",""
"35","16","Cooking pans hang on the wall above the sink.","מחבתות בישול תלויות על הקיר מעל הכיור.",""
"35","17","Beauregard isn't here right now.","בירגארד אינו נוכח כאן כרגע.",""
"35","18","It doesn't look like Beauregard is going to stop chewing on the bone long enough for you to retrieve it.","לא נראה שבירגארד מתכוון לעצור מלעיסת העצם לאורך זמן שיספיק לך לחטיפתה.",""
"35","19","You already took the bone and gave it to Beauregard.","כבר נטלת את העצם ונתת אותה לבירגארד.",""
"35","20","This is your average, run-of-the-mill icebox.","זהו ארגז קרח רגיל ושגרתי.",""
"35","21","There's nothing you need in the cupboards.","אין לך צורך בשום דבר מהארון.",""
"35","22","This kitchen could use more cupboard space!","המטבח בהחלט יבוא על שכרו בתוספת שטח אחסון נכבדת!",""
"35","23","There's hot coffee in there!","קפה רותח יש לנו שם!",""
"35","24","A small amount of lukewarm coffee is still in the pot.","קמצוץ קטן של קפה פושר נותר עדיין בקנקן.",""
"35","25","The coffee pot's empty.","קנקן הקפה ריק.",""
"35","26","No! It's hot!","לא! זה רותח!",""
"35","27","You don't need a coffee pot.","אין לך צורך בקנקן הקפה.",""
"35","28","You've never been fond of coffee.","מעולם לא היית חובבת קפה מושבעת.",""
"35","29","The smell of coffee permeates the room from the bubbling pot.","ריח הקפה מתפשט בחדר מהקנקן המבעבע.",""
"35","30","A big coffee pot sits on top of the stove.","קנקן קפה גדול שפות על גבי הכירה.",""
"35","31","There is nothing in the stove or oven.","אין שום דבר בכיריים או בתנור.",""
"35","32","A pot of coffee bubbles on the stove.","קנקן קפה מבעבע על הכיריים.",""
"35","33","You kin have it. It' been in that there icebox for a long time.","את יכולה לקחת את זה. זה שהה זמן רב בארגז הקרח.",""
"35","34","Celie rolls out tomorrow's bread on the kitchen table.","סילי לשה לחם למחר על שולחן המטבח.",""
"35","35","A large kitchen table dominates the center on the room.","שולחן מטבח גדול שולט על מרכז החדר.",""
"36","0","Things look suspicious here! You can see pieces of a broken record on the floor by the Victrola and a small pile of pink feathers near it.","משהו פה נראה חשוד! את רואה רסיסים של תקליט שבור על הרצפה ליד הגרמופון וערימה קטנה של נוצות ורודות לצידם.",""
"36","1","You have found the Colonel's billiard room. Funny, he doesn't seem to be the kind of guy who would enjoy playing billiards, listening to records on the Victrola, or the player piano.","מצאת את חדר הביליארד של הקולונל. מעניין, הוא לא נראה מסוג האנשים שנהנים מלשחק ביליארד, להקשיב לתקליטים בגרמופון, או מלפרוט על הפסנתר.",""
"36","2","Although your father is an excellent billiards player, you never learned the game.","למרות שאביך הינו שחקן ביליארד מהשורה הראשונה, אף פעם לא למדת איך משחקים בזה.",""
"36","3","You better not while others are in the room.","לא מומלץ בשעה שאחרים שוהים בחדר.",""
"36","4","Even though you know where it is, you can't see it.","אף על פי שאת יודעת היכן היא, אינך רואה אותה.",""
"36","5","You don't see one.","את לא רואה אחת.",""
"36","6","There is small pile of pink feathers on the floor along with some mud spots.","ערימה קטנה של נוצות ורודות נראית על הרצפה יחד עם כמה כתמי בוץ.",""
"36","7","You see three balls on the billiard table; two red and one white.","את רואה שלושה כדורים על שולחן הביליארד; שניים אדומים ואחד לבן.",""
"36","8","It's just a common piano bench.","כיסא פסנתר שכיח בסך הכל.",""
"36","9","There are pieces of a broken record, a small pile of pink feathers, and some mud spots on the floor.","על הרצפה מפוזרים רסיסי תקליט שבור, ערימה זעירה של נוצות ורודות, וכמה כתמי בוץ.",""
"36","10","The French doors lead outside.","הדלתות הצרפתיות מובילות החוצה.",""
"36","11","Oh! One of your favorites!","הו! אחד האהובים עלייך!",""
"36","12","You don't need any billiard balls.","אין לך צורך בכדורי ביליארד.",""
"36","13","The secret panel closes behind you and leaves no trace!","לוח הסתרים נסגר מאחורייך ולא מותיר אחריו כל עקבות!",""
"36","14","The records don't belong to you.","התקליטים אינם שייכים לך.",""
"36","15","You don't have a record that will work.","אין ברשותך תקליט תקין.",""
"36","16","You don't have a record.","אין לך תקליט.",""
"36","17","There is already a record playing. Oh! One of your favorites.","כבר מתנגן שם תקליט. הו! בדיוק אחד השירים האהובים עלייך.",""
"36","18","You look inside the Victrola cabinet and see several records. But since they don't belong to you, you decide to leave them alone.","את מציצה אל שידת הגרמופון ורואה מספר תקליטים. אולם מאחר והם אינם שייכים לך, את בוחרת לעזוב אותם בשקט.",""
"36","19","You see an old-fashioned Victrola and cabinet in the corner of the room. However, the record that is playing on the phonograph is current.","את רואה גרמופון מיושן ושידה בפינת החדר. ואף על פי כן, המוזיקה המושמעת זה עתה בגרמופון הינה עכשווית.",""
"36","20","You see an old-fashioned Victrola and cabinet in the corner of the room.","את רואה גרמופון מיושן ושידה בפינת החדר.",""
"36","21","You see several musical instruments hanging on the wall.","את רואה כלי נגינה שונים תלויים על הקיר.",""
"36","22","You were never musically inclined.","אף פעם לא היתה לך נטיה מוזיקלית.",""
"36","23","There are billiard cues in the rack on the wall.","המתלה על הקיר נושא כמה מקלות ביליארד.",""
"36","24","Since you don't play billiards, you don't need a billiard cue.","מאחר ואינך משחקת ביליארד, אין לך צורך במקל ביליארד.",""
"36","25","The bookcases are crammed full of books.","הכונניות עמוסות בספרים.",""
"36","26","You notice a model of an old ship on the table.","את מבחינה בדגם של ספינה ישנה על השולחן.",""
"36","27","It's not yours. There's nothing special about it.","זה לא שלך. אין שום דבר מיוחד בזה.",""
"36","28","Currently, Gloria and Clarence are playing a game of billiards.","בשעה זו, גלוריה וקלארנס משחקות ביליארד.",""
"36","29","This is an old billiard table. As it's quite dirty and dusty, it doesn't appear as if billiards has been played much. Upon it, you see three balls; two red and one white.","זהו שולחן ביליארד ישן. כפי שהוא מלוכלך ומאובק, נראה שלא משחקים בו לעיתים תכופות. מעליו, את רואה שלושה כדורים; שנים אדומים ואחד לבן.",""
"36","30","You can't see anything behind the picture.","את לא רואה דבר מאחורי התמונה.",""
"36","31","The picture is firmly attached to the wall.","התמונה מחוברת היטב לקיר.",""
"36","32","It doesn't open.","זה לא נפתח.",""
"36","33","The eyes of the picture have a haunted, hollow look to them.","העיניים בתמונה נראות רדופות, ומראיהם חלול.",""
"36","34","You see a picture of a lovely dark-haired girl above the player piano. Strange...her eyes have a haunted, hollow look to them.","את רואה תמונה של נערה נאה כהת שיער מעל הפסנתר. מוזר...עיניה נראות רדופות, כמעט חלולות.",""
"36","35","You can turn the winding mechanism to ""wind up"" the player piano.","את יכולה לסובב את מנגנון המתיחה ו""למתוח"" את הפסנתר.",""
"36","36","It is already playing .","הוא כבר מנגן.",""
"36","37","Not now. There is already music playing from a record on the Victrola.","לא עכשיו. מוזיקה כבר מתנגנת בחלל החדר מהתקליט בגרמופון.",""
"36","38","There is nothing that would interest you in the player piano.","שום דבר לא מענין אותך בפסנתר.",""
"36","39","The piano bench doesn't open.","כיסא הפסנתר לא נפתח.",""
"36","40","A lovely old player piano sits against the back wall.","פסנתר ישן ומקסים עומד עם גבו אל הקיר האחורי.",""
"36","41","You never learned to play the piano. But, there is a winding mechanism on the side of the player piano.","אף פעם לא למדת לנגן פסנתר. אולם, לצד הפסנתר ישנו מנגנון מתיחה.",""
"37","0","Press the 'E' key to exit.","הקישי 'E' ליציאה.",""
"37","1","","",""
"37","2","This is the front downstairs hallway of the big house. A grand stairway leads upstairs.","את נמצאת בקדמת המסדרון בקומה התחתונה. מדרגות מפוארות מובילות אל הקומה העליונה.",""
"37","3","The wooden eagles are firmly attached to the newel posts. They do not move.","נשרי עץ מחוברים לעמודים המרכזיים. לא ניתן להזיזם ממקומם.",""
"37","4","You couldn't even MOVE this heavy armor!","את אפילו לא מסוגלת להזיז את השריון הכבד הזה!",""
"37","5","The battle-axe is firmly attached to the armor.","גרזן הקרב מחובר לשריון.",""
"37","6","You try, but find it permanently attached to the armor.","את מנסה, אך מוצאת כי הוא חלק בלתי נפרד מהשריון.",""
"37","7","The joints of the armor are hopelessly rusted. You can't move any part of it.","מפרקי השריון חלודים ללא תקנה. אינך יכולה להזיז אף לא חלק ממנו.",""
"37","8","It moves a little bit, but it does you no good; there's nothing there.","זה זז קמעא, אך לא באה מכך כל תועלת; לא היה שם כלום.",""
"37","9","It is hopelessly rusted. You can't move it at all.","הוא חלוד ללא תקנה. אין לך את היכולת להזיז אותו.",""
"37","10","A huge, crystal chandelier hangs high above the downstairs foyer.","נברשת בדולח ענקית תלויה גבוה מעל טרקלין הכניסה.",""
"37","11","You see an old, yellowed note pasted to the inside of the helmet.","את רואה פתק ישן ומוצהב שמישהו הדביק בתוך הקסדה.",""
"37","12","You see the back door further down the hall.","את רואה דלת אחורית בהמשך המסדרון.",""
"37","13","It's a fourteenth-century Swiss battle-axe, finely handcrafted by Doge Guiseppe Minelli of Venice on his 90th birthday for his daughter who was to wed Antonio Fermaccelli, the bologna merchant. Later it became a favorite piece of Anne Boleyn's. Of course, Lizzie had the most fun with it!","זהו גרזן קרב שוויצרי מהמאה הארבע עשרה, עבודת יד מאת הדוכס ג'יספה מינלי מונציה ביום הולדתו ה-90 לרגל נישואיה של בתו לאנטוניו פרמצלי, סוחר מבולוניה. שנים לאחר מכן הוא הפך ליצירה החביבה על אן בולין. כמובן, ליזי נהנתה ממנו יותר מכולם!",""
"37","14","The front door leads outside.","הדלת הקדמית מובילה החוצה.",""
"37","15","Finely carved eagles adorn the top of the stairway's newel posts.","נשרים מגולפים בעידון מעטרים את ראש עמודי המדרגות.",""
"37","16","You see nothing of interest under the stairs.","את לא רואה שום דבר מעניין תחת המדרגות.",""
"37","17","The stairs lead down to the first level of the house.","המדרגות מובילות מטה אל קומת הכניסה של הבית.",""
"37","18","Which part of the armor would you like to oil?","איזה חלק בשריון היית רוצה לשמן?",""
"37","19","Using what? Rudy's hair tonic?!","באמצעות מה? ג'ל השיער של רודי?!",""
"37","20","It wouldn't become you","זה לא הולם אותך.",""
"37","21","You must do that yourself.","את חייבת לעשות את זה בעצמך.",""
"37","22","You hear the incessant ticking of the old grandfather clock.","את שומעת את התקתוק הבלתי פוסק של שעון האורלוגין הישן.",""
"37","23","It will take awhile to get the splinters out!","יקח זמן להוציא את השבבים!",""
"37","24","Open the visor first.","קודם פתחי את מגן הפנים.",""
"37","25","You carefully open the armor's visor and peek inside... ","את פותחת בזהירות את מגן הפנים ומציצה פנימה...",""
"37","26","You see a small, metal valve handle hanging by a hook inside the armor's helmet. You grab the valve handle.","את רואה ידית מתכת קטנה תלויה על וו בתוך קסדת השריון. את אוחזת בידית.",""
"37","27","You also see an old, yellowed note pasted to the inside of the helmet.","בנוסף את רואה פתקית צהובה מיושן מודבקת על פנים הקסדה.",""
"37","28","Curious about the old note, you read it. It says....","מסוקרנת מתוכן הפתק, את קוראת אותו. וכך נכתב בו...",""
"37","29","You read the note. It says....","את קוראת את הפתק. כתוב בו...",""
"37","30","Our dearest daughter, Sarah,

We knew you would know to look in the armor. This war is terrible! We fear our end is near. In case you're not the only one to find this note, we won't give too much away. Use this valve handle with your favorite water nymph. Don't ever forget...we love you very much!

Love forever,
Papa and Mama","ביתנו היקרה, שרה,

אנחנו יודעים שתחפשי בתוך השריון. המלחמה הזו נוראית! אנו מפחדים כי קיצנו קרוב. מחשש פן לא תהיי היחידה שתמצאי את הפתק, לא נפרט יותר מדי. השתמשי בידית על נימפת המים האהובה עלייך. ואף פעם אל תשכחי...אנחנו אוהבים אותך מאוד!

אוהבים לנצח,
אבא ואמא",""
"37","31","Okay.","בסדר.",""
"37","32","Got a ""splitting headache,"" Laura?","חטפת ""כאב ראש איום ונורא"", ליאורה?",""
"37","33","You see a %s further down the hall.","את רואה %s בהמשך המסדרון.",""
"37","34","grandfather clock","שעון אורלוגין",""
"37","35","mirror","מראה",""
"37","36","It wouldn't suit you.","זה לא יתאים לך.",""
"37","37","You don'see it here.","את לא רואה את זה כאן.",""
"37","38","The note is permanently attached to the inside of the helmet.","לא ניתן להפריד את הפתק מהקסדה.",""
"37","39","A very old suit of armor, with one gloved hand holding a battle-axe, stands beside the stairway. Although it's well-polished, all of its joints are completely rusted.","חליפת שריון ישנה מאוד, אוחזת בידה האחת בגרזן קרב, ניצבת על יד המדרגות. למרות ליטושה התמידי, כל מפרקיה חלודים לחלוטין.",""
"38","0","You have entered the parlor of the old mansion. Against the back wall you notice a sculpted, marble bar, and in the corner a parrot swings from its bird stand.","נכנסת לטרקלין האחוזה הישנה. מול הקיר האחורי את מבחינה בבר שיש מפוסל, ובפינתו מתנדנד תוכי על מעמד ציפורים.",""
"38","1","You better not while others are in the room.","לא כדאי כשאחרים שוהים בחדר.",""
"38","2","Even though you know where it is, you can't see it.","אף על פי שאת יודעת היכן הוא, אינך רואה אותו.",""
"38","3","You don't see one.","את לא רואה אחד.",""
"38","4","You feel uncomfortable sitting at bars, especially considering prohibition.","את מרגישה שלא בנוח לשבת על ברים, בפרט בתקופת חוק היובש.",""
"38","5","There is nothing there.","אין שם דבר.",""
"38","6","The secret panel closes behind you and leaves no trace!","לוח הסתרים נסגר מאחורייך ולא מותיר אחריו כל עקבות!",""
"38","7","You give a cracker to the parrot.","את נותנת קרקר לתוכי.",""
"38","8","Ouch!! It bit you!","אאוץ'!! הוא נשך אותך!",""
"38","9","""AWWKK! Cracker!""","""אאאוק! קרקר!""",""
"38","10","""AWWKK! Gonna tell him...tell him. Racehorse scam. AWWKK!""","""אאאוק! הולך לספר לו...לספר לו. תרמית סוס מרוץ. אאאוק!""",""
"38","11","""She's after me! AWWKK! So afraid!""","""היא מחפשת אותי! אאאוק! כל כך מפחד!""",""
"38","12","""AWWKK! I'll teach her! AWWKK! She can't break up with me!""","""אאאוק! אני אלמד אותה! אאאוק! היא לא תיפרד ממני!""",""
"38","13","""Jeeves! Kiss me again! AWWKK!""","""ג'יבס! נשק אותי שוב! אאאוק!""",""
"38","14","""AWWKK! I can't find her! AWWKK! Where's Gloria?""","""אאאוק! אני לא מוצא אותה! אאאוק! איפה גלוריה?""",""
"38","15","""AWWKK! Sleep tight, my pretties. AWWKK! In the basement...the basement.""","""אאאוק! שינה מתוקה, יפים שלי. אאאוק! במרתף....במרתף.""",""
"38","16","""Gotta get the gun...get the gun! AWWKK!""","""חייב להביא את האקדח...להביא את האקדח! אאאוק!""",""
"38","17","There is nothing you would be interested in behind the bar.","אין שום דבר מעניין מאחורי הבר.",""
"38","18","%s %s","%s %s",""
"38","19","The sculpted, marble bar sports a beautifully finished, ebony countertop.","בר השיש המחוטב נושא דלפק הובנה מרהיב ביופיו.",""
"38","20","Upon it, you notice an empty glass.","מעליו, את מבחינה בכוס זכוכית ריקה.",""
"38","21","Upon the countertop you see a decanter of cognac.","על גבי הדלפק את רואה בקבוק קוניאק.",""
"38","22","It's much too heavy for you to move.","כבד מדי להזיז את זה.",""
"38","23","A marble statue of a lovely, Greek maiden stands in the corner.","פסל שיש של עלמה יווניה נאווה ניצב בפינה.",""
"38","24","You can't see behind the picture.","את לא יכולה לראות מאחורי התמונה.",""
"38","25","You see a beautiful girl and casually wonder who she might be. Funny...her eyes have a strange, hollow look to them.","את רואה ילדה יפהפייה ותוהה כבדרך אגב מי היא. מעניין...מבט חלול ומוזר נשקף מעיניה.",""
"38","26","The picture is firmly attached to the wall.","התמונה מחוברת לקיר היטב.",""
"38","27","It doesn't open.","זה לא נפתח.",""
"38","28","The eyes in the picture have a strange, hollow look to them.","העיניים בתמונה, מראה חלול ומוזר להם.",""
"38","29","You don't need it.","אין לך צורך בזה.",""
"38","30","A delicate figure of a horse decorates a small table.","דמות עדינה של סוס מקשטת את השולחן הקטן.",""
"38","31","You don't care for liquor...remember?","את לא מתה על משקאות חריפים...זוכרת?",""
"38","32","The decanter is half-filled with cognac.","הבקבוק מלא עד מחציתו בקוניאק.",""
"38","33","Looks like fine cognac.","נראה כמו קוניאק.",""
"38","34","The glass is empty.","הכוס ריקה.",""
"38","35","You don't need to carry around a glass.","אין לך צורך לסחוב איתך כוס.",""
"38","36","Picking up the glass, you use Wilbur's monocle as a magnifying glass and notice a faint fingerprint.","את מרימה את הכוס, משתמשת במשקף של ווילבור כזכוכית מגדלת ומבחינה בטביעת אצבע קלושה.",""
"38","37","You can barely make out the fingerprint on the glass.","את בקושי רואה את טביעת האצבע על הכוס.",""
"38","38","As you look at the empty glass, you notice a faint fingerprint on it.","כאשר את מתבוננת בכוס ריקה, את שמה לב לטביעת אצבע עמומה עליה.",""
"38","39","You see an empty glass upon the bar.","את רואה כוס זכוכית ריקה על הבר.",""
"38","40","The French doors lead outside.","הדלתות הצרפתיות מובילות החוצה.",""
"38","41","Please specify what you would like to feed the parrot.","אני צייני במה תרצי להאכיל את התוכי.",""
"38","42","The box of crackers is empty.","קופסת הקרקרים ריקה.",""
"38","43","The parrot doesn't seem too interested.","התוכי לא נראה בעניין.",""
"38","44","A colorful parrot swings merrily on its perch.","תוכי צבעוני מתנדנד בעליזות על מוטו.",""
"38","45","The parrot cocks its head quizzically.","התוכי זוקף את ראשו בחשדנות.",""
"38","46","""AWWKK!""","""אאאוק!""",""
"38","47","""Polly want a cracker!""","""פולי רוצה קרקר!""",""
"38","48","""Pretty Polly...AWWKK!""","""פולי חמוד...אאאוק!""",""
"38","49","That wouldn't be a good idea!","זה לא רעיון טוב!",""
"38","50","That's not a nice thought, Laura!","זה לא יפה, ליאורה!",""
"41","0","It doesn't appear that this room has been used in a long time! However, it currently seems to be the guest room of Dr. Wilbur C. Feels.","עושה רושם כי לא נעשה שימוש בחדר מזה זמן רב! אם כי כרגע נראה שהוא מתפקד כחדר האורחים של ד""ר ווילבור ס. פילס.",""
"41","1","Broken shutters mar the elegant French windows.","תריסים שבורים מעכירים את החלונות הצרפתיים האלגנטיים.",""
"41","2","Several pieces of unused furniture have been covered against dust and cobwebs.","כמה פריטי ריהוט כוסו לשם הגנה מפני אבק וקורי עכביש.",""
"41","3","There is only a bed in the closet.","יש רק מיטה בארון.",""
"41","4","It's just your average armoire.","ארון טיפוסי רגיל.",""
"41","5","It's just old furniture! There's nothing of interest there.","בסך הכול ריהוט מיושן! אין מה לראות שם.",""
"41","6","There is nothing interesting under the covers.","שום דבר מעניין לא תראי מתחת לכיסויים.",""
"41","7","There is nothing of interest in the armoire.","אין שום דבר מעניין בארון.",""
"41","8","That might be difficult with Clarence's body on it.","זה עלול להיות מסובך קצת כשגופתה של קלארנס על זה.",""
"41","9","You can't. The doctor's bag is on the bed.","את לא יכולה. תיק הרופאים על המיטה.",""
"41","10","You see an old dresser in the corner.","את רואה שידה ישנה בפינה.",""
"41","11","The crates are tightly sealed. Besides, there's nothing you would want in them.","הארגזים חתומים ואטומים. וחוץ מזה, אין לך מה לחפש שם.",""
"41","12","Several old crates have been piled in the corner.","מספר ארגזים ישנים נערמו בפינה.",""
"41","13","The boxes are much too heavy to move.","הקופסאות כבדות מדי.",""
"41","14","There is only dust under the bed.","יש רק אבק מתחת למיטה.",""
"41","15","Clarence's body lies slumped across the bed.","גופתה של קלארנס שרועה על המיטה.",""
"41","16","The bed has been put away in the wall.","המיטה רותקה על הקיר.",""
"41","17","The Murphy bed has been pulled down for Dr. Feels to sleep on. Upon it, you see his black doctor's bag.","המיטה המתקפלת נפתחה עבור ד""ר פילס. על גבה, את רואה את תיק הרופאים השחור שלו.",""
"41","18","The Murphy bed has been pulled down for Dr. Feels to sleep on.","המיטה המתקפלת נפתחה עבור ד""ר פילס.",""
"41","19","Since it belongs to Dr. Feels, you should leave it alone.","מאחר והוא שייך לד""ר פילס, את לא אמורה לגעת בזה.",""
"41","20","It is Dr. Feels' bag.","תיקו של ד""ר פילס.",""
"42","0","This elegant room must be the Colonel's! You notice there is an elevator here.","חדר אלגנטי זה בודאי שייך לקולונל! את מבחינה בקיומה של מעלית.",""
"42","1","This elegant room must be the Colonel's! You notice there is an elevator shaft here.","חדר אלגנטי זה בודאי שייך לקולונל! את מבחינה בקיומו של פיר מעלית.",""
"42","2","A miniature replica of a cannon from the Spanish-American War sits in the center of the mantel above the fireplace.","עותק מיניאטורי של תותח מימי מלחמת ארצות הברית-ספרד יושב במרכז הכרכוב שעל גבי האח.",""
"42","3","It looks like an average elevator.","נראית כמו מעלית ממוצעת.",""
"42","4","It's odd to see a new-fangled elevator in this old-fashioned house; but how else would the Colonel go up and down the stairs?","מוזר לראות מעלית מודרנית וחדשנית במבנה מיושן שכזה; אך אחרת כיצד יעלה וירד הקולונל במדרגות?",""
"42","5","The gate protects passengers from falling out of the elevator.","השער מגן על הנוסעים מפני נפילה מהמעלית.",""
"42","6","There are only cobwebs and dust behind the heavy shutters.","רק קורי עכביש ואבק יש מאחורי התריסים הכבדים.",""
"42","7","It appears the Colonel needs a wheelchair to get around.","מסתבר כי הקולונל מתנייע בעזרת כיסא גלגלים.",""
"42","8","The eyes of the little boy have a strange, vacant look to them.","בעיני הילד הקטן משתקפת הבעה מוזרה, ריקנית.",""
"42","9","You can see nothing behind the picture.","אינך רואה דבר מאחורי התמונה.",""
"42","10","On the wall opposite the fireplace you notice a portrait of two children. Oddly, the eyes of the little boy have a strange, vacant look to them.","על הקיר ממול לאח את מבחינה בתמונה של שני ילדים. כמה משונה, בעיני הילד הקטן משתקפת הבעה מוזרה, ריקנית.",""
"42","11","The portrait is firmly attached to the wall.","התמונה מחוברת לקיר היטב.",""
"42","12","There is no reason for you to move the wheelchair.","אין טעם להזיז את כיסא הגלגלים.",""
"42","13","You remove the key from the barrel of the cannon and take it with you.","את מסירה את המפתח מקנה התותח ולוקחת אותו אתך.",""
"42","14","""Young lady, keep your hands off my belongings!""","""גברתי הצעירה, נא לא לגעת בחפצים שלי!""",""
"42","15","The Colonel would notice if it were gone.","הקולונל יבחין בהיעדרו.",""
"42","16","You have better things to do than that!","יש לך דברים יותר חשובים לעשות כרגע!",""
"42","17","""Stay out of my elevator!""","""התרחקי מהמעלית שלי!""",""
"42","18","You don't smoke!","את לא מעשנת!",""
"42","19","In case you haven't noticed, the wheelchair is already occupied.","במקרה שלא שמת לב, כיסא הגלגלים כבר מאוייש.",""
"42","20","The Colonel wouldn't like that.","הקולונל לא יאהב את זה.",""
"42","21","The Colonel has a very elegant canopy bed.","לקולונל יש מיטת אפריון מהודרת.",""
"42","22","You gaze into the mirror and appraise your appearance. A bit disheveled, perhaps, but not bad... considering the circumstances.","את בוהה במראה ואומדת את הופעתך. מרושלת קמעא, יתכן, אך מאידך סבירה לחלוטין... בהתחשב בנסיבות.",""
"42","23","There is nothing of interest behind the mirror.","אין שום דבר מעניין מאחורי המראה.",""
"42","24","The mirror is firmly attached to the dressing table.","המראה מחוברת לשולחן ההלבשה.",""
"42","25","The oval-framed mirror is attached to the dressing table.","המראה הממוסגרת הסגלגלה מחוברת לשולחן ההלבשה.",""
"42","26","Don't be such a snoop, Laura!","אל תהיי כזאת חטטנית, ליאורה!",""
"42","27","A dressing table sits against the wall with a large mirror attached to it.","שולחן הלבשה יושב צמוד לקיר ואליו מחוברת מראה גדולה.",""
"42","28","You see a tarnished, brass key hidden inside the barrel of the cannon.","את רואה מפתח נחושת מוכתם מוסתר בתוך קנה התותח.",""
"42","29","You see nothing inside the barrel of the cannon.","אינך רואה דבר בתוך קנה התותח.",""
"42","30","You better keep it. It may come in handy.","כדאי שתשאירי אותו ברשותך. הוא יועיל לך ברבות הימים.",""
"42","31","It is a miniature replica of a cannon from the Spanish-American War rendered in pewter and wood.","זהו עותק של תותח מימי מלחמת ארצות הברית-ספרד מעובד מבדיל ועץ.",""
"42","32","Hmmmm...the Colonel's wheelchair sits empty in the middle of the room.","הממממ...כיסא הגלגלים של הקולונל יושב נטוש באמצע החדר.",""
"42","33","It would be wise to leave it alone.","יהיה זה נבון להניח לו.",""
"42","34","The contents are a mess inside. It looks as if someone has hurriedly searched through it.","התכולה הפוכה ומבולגנת. נראה כי מישהו ערך בו חיפוש קדחני.",""
"42","35","Someone has left the Doctor's bag open on the floor.","מישהו השאיר את תיק הרופאים פתוח על הרצפה.",""
"42","36","There is nothing of interest in the chest of drawers.","אין שום דבר מעניין בשידת המגירות.",""
