"words","class","group","rooms","comments"
"more | some | עוד | יותר | קצת | כמה | מעט","ADJECTIVE","557.0","in 032",""
"racehorse | סוס מירוץ | סוס מירוצים | סוס מרוץ | סוס מרוצים","NOUN","2385.0","in 032",""
"mirror | מראה","NOUN","2138.0","in 032, 033, 034, 037, 042, 044, 050, 059, 073, 074, 246",""
"reflection | השתקפות | בבואה","NOUN","2363.0","in 032, 033, 034, 042, 044, 059, 073, 074, 246",""
"hidden | secret | חבוי | נסתר | טמון | צפון | מוסתר | סמוי | גלום | גנוז | כמוס | מוחבא | מחבוא | סוד | סודי | מסתור | מטמון | חשאי","NOUN","2182.0","in 032, 033, 036, 038, 042, 043, 044, 046, 047, 048, 052",""
"nightstand | table | שולחן","NOUN","2107.0","in 032, 034, 035, 036, 042, 044, 046, 048, 053, 059, 061, 063, 074",""
"bookcase | bookshelf | כוננית | כוננית ספרים","NOUN","2183.0","in 032, 036",""
"eye | עין","NOUN","2159.0","in 032, 036, 038, 042, 044, 046, 048, 049, 050, 242",""
"panel | פאנל | פנל | לוחית | חלונית","NOUN","2066.0","in 032, 036, 038, 042, 044, 046, 048, 052, 212",""
"painting | picture | portrait | ציור | תמונה | דיוקן | צילום | תצלום","NOUN","2062.0","in 032, 036, 038, 044, 046, 048, 049, 050, 059",""
"elevator | מעלית","NOUN","2001.0","in 032, 042, 076, 201",""
"straighten | ישרי | סדרי | ארגני","IMPERATIVE_VERB","1110.0","in 032, 046, 048",""
"page | עמוד | דף | גליון","NOUN","2048.0","in 032, 048, 410",""
"poker | פוקר | מחתה | מוט-גחלים","NOUN","2089.0","in 032, 052, 057, 058",""
"shaft | stem | קנה | ציר | צינור","NOUN","2091.0","in 032, 065, 201",""
"fire | אש | שריפה | דלקה | להבה","NOUN","2127.0","in 032, 213",""
"magazine | מגזין | שבועון | ירחון | כתב עת | עיתון","NOUN","2128.0","in 032, 220, 402",""
"book | ספר","NOUN","2400.0","in 032, 257",""
"feather | נוצה | נוצות","NOUN","2101.0","in 032, 269, 382",""
"time | זמן | שעה | עת | תקופה | תאריך | מועד","NOUN","2235.0","in 033",""
"pendulum | מטוטלת","NOUN","2362.0","in 033",""
"clock | שעון | אורלוגין","NOUN","2234.0","in 033, 037, 049",""
"curtain | drape | shade | וילון | מסך | צללית | צל","NOUN","2255.0","in 033, 041, 043, 045, 046, 047, 059, 073, 074",""
"front | חזית | קדימה | קדמי | לפני | ראשי | מקדימה","PREPOSITION | NOUN | IMPERATIVE_VERB","216.0","in 033, 058",""
"hear | listen | הקשיבי | האזיני | שמעי","IMPERATIVE_VERB","1091.0","in 033, 074, 202, 217, 220, 224, 230, 231, 232, 233, 236, 237, 238, 240, 241, 242, 244, 245, 246, 257, 259, 261, 262, 264, 265, 266, 267, 269, 270, 272, 274, 276, 277, 378, 379, 382, 383, 402, 403, 407",""
"drink | שתי | לגמי | גמעי | שתיה | משקה | כוס","NOUN | IMPERATIVE_VERB","1003.0","in 034, 035, 038, 045, 053, 065, 069, 073, 074, 202, 204, 205, 217, 230, 238, 241, 259, 272, 273, 378, 379",""
"pour | מזגי | צקי | שפכי","IMPERATIVE_VERB","1107.0","in 034, 035, 038, 074",""
"coffee | קפה","NOUN","2247.0","in 034, 035, 403",""
"cup | כוס | ספל | גביע","NOUN","2276.0","in 034, 035, 403",""
"stand | עמדי | התייצבי | עמדה | מעמד | דוכן |  מעמיד | קומי","NOUN | IMPERATIVE_VERB","1079.0","in 034, 038, 044, 059",""
"crawl | creep | זחלי | הזדחלי | התגנבי | השתכרי | השתרבבי","IMPERATIVE_VERB","1075.0","in 034, 044",""
"chute | מצנח | פיר | מדרון | מגלשה | מגלש","NOUN","2315.0","in 034, 044, 052",""
"chandelier | נברשת","NOUN","2267.0","in 034, 047",""
"dining | סועדים | אוכלים | זוללים | סועד | אוכל | זולל | סועדת | אוכלת | זוללת","ADJECTIVE","533.0","in 034, 050",""
"freezer | icebox | refrigerator | פריזר | מקפיא | תא הקפאה | מקרר | תיבת קרח","NOUN","2097.0","in 035",""
"butterchurn | churn | חמאה | מחבצה","NOUN","2099.0","in 035",""
"ask | שאלי | הקשי | בקשי | דרשי | הזמיני","IMPERATIVE_VERB","1099.0","in 035, 036, 053, 059, 069, 073, 204, 217, 224, 230, 231, 232, 233, 235, 236, 237, 238, 239, 246, 257, 259, 260, 261, 265, 269, 270, 274, 276, 277, 279, 281, 282, 380, 381, 382, 385, 407, 410",""
"tell | ספרי | אמרי | הגידי | מספר | מספרת | מדבר | מדברת | אומר | אומרת | לספר | לדבר | להגיד | לומר","INDICATIVE_VERB","420.0","in 035, 036, 069, 073, 204, 224, 231, 233, 235, 236, 237, 238, 239, 241, 245, 246, 257, 259, 260, 261, 264, 265, 269, 270, 274, 276, 277, 279, 281, 282, 380, 381, 382, 385, 402, 403, 407, 410, 413",""
"about | בקשר | בנוגע | אודות | לגבי| בעניין | בנושא | על","ASSOCIATION","155.0","in 035, 036, 069, 204, 217, 224, 230, 231, 232, 233, 236, 237, 238, 241, 245, 246, 259, 260, 261, 264, 269, 274, 276, 277, 279, 282, 380, 381, 382, 385, 402, 403, 407, 413",""
"barstool | stool | שרפרף | הדום | מושב | ספסל","NOUN","2100.0","in 035, 038",""
"carpet | rug | שטיח | מחצלת | מרבד","NOUN","2110.0","in 035, 048, 053, 059, 074",""
"bone | soupbone | עצם | עצם מרק","NOUN","2121.0","in 035, 051, 229, 239, 277",""
"scrub | wash | קרצפי | שפשפי | רחצי | נקי | צחצחי | הדיחי | כבסי","IMPERATIVE_VERB | NOUN","1068.0","in 035, 052, 053, 073, 229",""
"from | מתוך | מאת | מן | מין | מ","PREPOSITION","201.0","in 035, 052, 239, 410",""
"for | עבור | אל | בשביל | למען | בגין","ASSOCIATION","154.0","in 035, 053, 059, 407, 410, 413",""
"sink | כיור","NOUN","2244.0","in 035, 053, 073",""
"back | חזרי | חזור | חזרה | אחורה | אחור | אחורי | גב | אחורנית | גבי | תמכי","PREPOSITION | NOUN | IMPERATIVE_VERB","215.0","in 035, 058, 239",""
"oven | stove | woodstove | תנור | כירה | כיריים | כבשן | קמין","NOUN","2106.0","in 035, 059",""
"caldron | cauldron | pot | קדירה | קדרה | סיר | קלחת | יורה | קומקום","NOUN","2151.0","in 035, 059",""
"pan | מחבת | תבנית","NOUN","2390.0","in 035, 059",""
"lil | lill | lillian | lilly | ליל | לילי | ליליאן","NOUN","2098.0","in 035, 073, 230, 236, 257, 264, 265, 270, 274, 280, 282",""
"to | אל | עד | ל | לעבר | כלפי","PREPOSITION","200.0","in 036",""
"ball | כדור","NOUN","2077.0","in 036",""
"cue | מקל ביליארד","NOUN","2157.0","in 036",""
"piano | פסנתר","NOUN","2161.0","in 036",""
"guitar | harp | instrument | lyre | trombone | trumpet | גיטרה | נבל | טרומבון | חצוצרה | כליזמר","NOUN","2214.0","in 036",""
"rack | מתלה","NOUN","2238.0","in 036",""
"girl | lady | maiden | woman | ילדה | אישה | בחורה | גברת | משרתת | נערה | עלמה | אשה","NOUN","2105.0","in 036, 038, 044, 048, 230, 236, 407",""
"billiard | pool | ביליארד | בריכה","NOUN","2102.0","in 036, 049, 206",""
"boat | minnow | model | rowboat | ship | סירה | ספינה | אניה | אוניה | דגיג | דגיגון | דג | דגם | סירת משוטים","NOUN","2112.0","in 036, 061",""
"gramophone | phono | phonograph | victrola | גרמופון | פטיפון | פונוגרף | ויקטרולה","NOUN","2250.0","in 036, 074",""
"player | נגן","NOUN","2399.0","in 036, 074",""
"record | song | תקליט | שיר | זמר | ניגון | נעימה | שירה | נגינה","NOUN","2361.0","in 036, 074, 382, 410",""
"rudolph | rudy | רודולף | רודי","NOUN","2272.0","in 036, 232, 241, 259, 277, 281, 290, 379, 385, 403",""
"game | משחק | שעשוע","NOUN","2280.0","in 036, 407",""
"armor | armour | knight | lancelot | שריון | מגן | אביר","NOUN","2116.0","in 037",""
"battle | מלחמה | מאבק | קרב | לחימה | מערכה","NOUN","2122.0","in 037",""
"helmet | קסדה | כובע | קובע","NOUN","2360.0","in 037",""
"cloth | clothes | rag | suit | בגד | בגדים | בד | בדים | אריג | אריגים | מטלית | סמרטוט | סחבה | מדים","NOUN","2146.0","in 037, 044, 052, 073, 074, 076, 235",""
"valve | שסתום | ברז | מסתם | ידית","NOUN","2418.0","in 037, 065",""
"birdstand | perch | מעמד ציפורים | ענף","NOUN","2359.0","in 038",""
"cracker | קרקר","NOUN","2291.0","in 038, 053",""
"bar | בר | פאב | מסבאה | דלפק | חסמי | בלמי","NOUN | IMPERATIVE_VERB","2143.0","in 038, 057",""
"food | snack | אוכל | מזון | מאכל | ארוחה | חטיף | נשנוש","NOUN","2084.0","in 038, 059, 069, 277, 403",""
"blaze | horse | nag | בלייס | סוס | פרש","NOUN","2059.0","in 038, 069",""
"decanter | קנקן","NOUN","2327.0","in 038, 074",""
"alcohol | beer | booze | bourbon | cognac | liquor | wine | אלכוהול | בירה | משקה | משקה חריף | שתייה | בורבון | קוניאק | ליקר | יין","NOUN","2142.0","in 038, 074, 259, 272",""
"fingerprint | טביעת אצבע","NOUN","2333.0","in 038, 074, 407, 410",""
"parrot | polly | תוכי | פולי","NOUN","2253.0","in 038, 238",""
"away | הרחק | רחוק | הלאה ","ADVERB","326.0","in 041",""
"covered | מכוסה | מחופה | עטוי | מוגן | עטוף | מוסתר | מוסווה","ADJECTIVE","537.0","in 041",""
"uncover | חשפי | גלי | ערטלי","IMPERATIVE_VERB","1112.0","in 041",""
"murphy | מיטה מתקפלת","NOUN","2369.0","in 041",""
"bag | sack | שקית | שק | תיק","NOUN","2056.0","in 041, 042",""
"bed | cot | מיטה | משכב |ערש | יצוע | ערסל | עריסה","NOUN","2109.0","in 041, 042, 044, 053, 059, 074, 224, 246, 260, 261",""
"closet | מלתחה","NOUN","2139.0","in 041, 047, 053",""
"cover | כיסוי | עטיפה | כסי | עטפי | חפי | צפי","NOUN | IMPERATIVE_VERB","2147.0","in 041, 057",""
"furniture | רהיט | רהיטים | ריהוט","NOUN","2150.0","in 041, 075, 076",""
"brass | נחושת | פליז | ברזל","ADJECTIVE","503.0","in 042",""
"barrel | keg | חבית","NOUN","2039.0","in 042",""
"boy | ילד | נער | בחור | בן","NOUN","2045.0","in 042",""
"cannon | תותח","NOUN","2316.0","in 042",""
"dressing | לבוש | מתלבשת | מתלבש | לובש","ADJECTIVE","564.0","in 042, 044, 074",""
"vanity | שידה | טואלט","NOUN","2158.0","in 042, 044, 074",""
"colonel | henri | קולונל | הנרי","NOUN","2298.0","in 042, 044, 206, 231, 240, 270, 290",""
"butt | cigar | בדל | סיגר","NOUN","2308.0","in 042, 046, 049, 050, 217, 231, 237, 240, 259, 270, 272, 378, 410",""
"key | מפתח","NOUN","2027.0","in 042, 052, 074, 201",""
"wheelchair | כסא-גלגלים | כיסא-גלגלים","NOUN","2372.0","in 042, 231, 240","איך לקרוא לזה בעברית?
צ: טופל"
"cat | feline | חתול | חתלתול | חתולה","NOUN","2132.0","in 043",""
"vase | אגרטל","NOUN","2344.0","in 043",""
"luggage | suitcase | מטען | מזוודה | כבודה | מזודה","NOUN","2317.0","in 044, 045, 046, 048",""
"wall | קיר | חומה | דופן | כותל","NOUN","2064.0","in 044, 052, 053, 057, 058, 059, 061, 063, 069, 212, 242",""
"change | שני | החליפי | המירי","IMPERATIVE_VERB","1109.0","in 044, 074",""
"wear | לבשי | ענדי | חבשי | הרכיבי | התעטפי | עטי","IMPERATIVE_VERB","1041.0","in 044, 074, 076, 280, 407, 410",""
"fellow | gentleman | guy | man | בחור |חבר | עמית | גבר | ברנש | ג'נטלמן | אדון | איש | אדם","NOUN","2044.0","in 044, 204, 237, 259, 407",""
"diary | יומן","NOUN","2296.0","in 044, 410",""
"toy | צעצוע","NOUN","2058.0","in 045",""
"animal | beast | creature | חיה |בעל חי | מפלצת | יצור | בהמה | בריה","NOUN","2213.0","in 045",""
"dollhouse | בית בובות","NOUN","2374.0","in 045",""
"handkerchief | hanky | ממחטה | מטפחת","NOUN","2188.0","in 045, 047, 230",""
"shelf | מדף","NOUN","2179.0","in 045, 059",""
"doll | בובה","NOUN","2166.0","in 045, 063, 257, 282",""
"ethel | את'ל | אתל","NOUN","2273.0","in 045, 202, 230, 238, 268",""
"out | outer | outside | בחוץ | החוצה | חיצוני","PREPOSITION","207.0","in 046, 058, 059, 061",""
"newel | מדרגות | עמוד","ADJECTIVE","563.0","in 047",""
"post | עמוד | עמדה | דואר","NOUN","2354.0","in 047",""
"bathroom | שירותים | נוחיות | מקלחת | אמבטיה | בית שימוש","NOUN","2204.0","in 047, 053",""
"balcony | railing | מרפסת | יציע | מעקה | גדר","NOUN","2254.0","in 047, 211",""
"blood | bloodstain | דם | כתם דם | כתמי דם","NOUN","2016.0","in 048",""
"stain| כתם | לכלוך","NOUN","2419.0","in 048",""
"notebook | notepad | מחברת | פנקס | דפדפת | פנקס רשימות","NOUN","2047.0","in 048, 276",""
"library | ספריה | ספרייה","NOUN","2290.0","in 049",""
"guest | אורח | אורחת | מבקר","NOUN","2388.0","in 049, 050",""
"eyehole | hole | niche | spyhole | חור מנעול | חור מפתח | חור | עינית | נישה","NOUN","2054.0","in 049, 050, 058, 201",""
"bedroom | חדר שינה","NOUN","2287.0","in 049, 050, 074",""
"parlor | טרקלין | סלון","NOUN","2289.0","in 050, 206",""
"dinosaur | דינוזאור","NOUN","2394.0","in 051",""
"mouse | rat | rodent | עכבר | חולדה | מכרסם | חולד","NOUN","2341.0","in 051, 052, 055, 242",""
"trapdoor ","NOUN","2172.0","in 051, 065","לטפל ב'דלת סתרים'
צ. לכאורה טופל, צריך לוודא במשחק"
"dead | deceased | מת | הרוג | נפטר | מנוח | מתה | הרוגה | נפטרת | מנוחה","ADJECTIVE","526.0","in 052",""
"loose | רופף | חופשי | משוחרר | רפוי | מדולדל","ADJECTIVE","561.0","in 052",""
"bath | bathtub | tub | wringer | אמבטיה | מקלחת | אמבט | מרחץ | גיגית | מסחטה","NOUN","2086.0","in 052",""
"laundry | כביסה | מכבסה","NOUN","2337.0","in 052",""
"equipment | paraphernalia | ringer | ציוד | מכשור | אביזרים | אבזור | צלצלן","NOUN","2340.0","in 052",""
"brick | לבנה | אריח | אבן | אריחים","NOUN","2206.0","in 052, 053",""
"passage | passageway | tunnel | מעבר | מחילה | מערה | מנהרה | מסדרון | תעלה | חפירה","NOUN","2198.0","in 052, 056, 065",""
"nameplate | plaque | plate | לוחית | שלט","NOUN","2281.0","in 052, 057",""
"crowbar | מוט ברזל | לום | מוט","NOUN","2133.0","in 052, 057, 058, 061",""
"pile | ערימה | ערמה | תל","NOUN","2339.0","in 052, 074",""
"beam | rafter | support | timber | קורה | תמיכה | תומכות","NOUN","2195.0","in 052, 242",""
"mud | puddle | בוץ | רפש | טיט | שלולית","NOUN","2043.0","in 052, 382",""
"upstair | למעלה | קומה עליונה","NOUN","2070.0","in 053",""
"couch | divan | sofa | כורסה | כורסא | ספה | דרגש","NOUN","2184.0","in 053",""
"dresser | טואלט","NOUN","2135.0","in 053, 059",""
"butler | jeeves | משרת | רב משרתים | ג'יבס | גיבס","NOUN","2303.0","in 053, 069, 204, 236, 239, 246, 269, 273, 381, 382, 383",""
"flush | שטפי","IMPERATIVE_VERB","1078.0","in 053, 073",""
"toilet | טואלט | אסלה | בית שימוש","NOUN","2208.0","in 053, 073",""
"chain | כבל | חבל | שלשלת | חוט","NOUN","2220.0","in 053, 073",""
"stained | מוכתם | מוכתמת","ADJECTIVE","569.0","in 057",""
"skeleton | שלד","NOUN","2036.0","in 057",""
"casket | coffin | ארון קבורה | ארון מתים","NOUN","2192.0","in 057",""
"vault | כספת | קבר-חצוב | קבר","NOUN","2197.0","in 057",""
"lid | מכסה","NOUN","2221.0","in 057",""
"frances | mary | פרנסס | פרנסיס | מרי","NOUN","2282.0","in 057",""
"s | simon | thomas | tom | ס | סיימון | תומס | תומאס | תום | טום","NOUN","2283.0","in 057",""
"claude | קלאוד | קלוד","NOUN","2284.0","in 057",""
"crouton | family | marie | o'neil | tourte | קרוטון | משפחה | מארי | אוניל | או'ניל | טורט | קרוטונים | הקרוטונים","NOUN","2285.0","in 057",""
"ruby | רובי","NOUN","2309.0","in 057",""
"sarcophagus | סרקופג | גלוסקמה | גלוסקמא","NOUN","2313.0","in 057",""
"off | כבוי | סגור","PREPOSITION","205.0","in 057, 065, 074, 242, 410",""
"lantern | עששית |  פנס","NOUN","2155.0","in 057, 069",""
"latch | lock | מנעול | בריח | נעלי | הבריחי","NOUN | IMPERATIVE_VERB","1024.0","in 057, 201",""
"extinguish | unlight | כבי","IMPERATIVE_VERB","1071.0","in 057, 242, 410",""
"diamond | gem | jewel | pouch | treasure | יהלום | אבן חן | תכשיט | אוצר | פנינה | כיס | נרתיק | שקיק | שק | אמתחת | מטמון","NOUN","2299.0","in 057, 407",""
"pray | worship | התפללי | התחנני | עתרי | העתירי | סגדי | עבדי","IMPERATIVE_VERB","1101.0","in 058",""
"candle | נר","NOUN","2134.0","in 058",""
"board | לוח | קרש","NOUN","2196.0","in 058",""
"bible | תנ""ך | מקרא | תורה | ספר קודש | תנך | כתובים","NOUN","2293.0","in 058",""
"altar | dias | pulpit | מזבח | דוכן | בימה","NOUN","2323.0","in 058",""
"alcove | כוך | גומחה","NOUN","2353.0","in 058",""
"platform | רציף | משטח | בימה | במה | דוכן | פלטפורמה","NOUN","2236.0","in 058, 212",""
"pillow | כרית | כר","NOUN","2148.0","in 059",""
"gumbo | stew | במיה | נזיד | תבשיל | מרק | גמבו","NOUN","2331.0","in 059",""
"carrot | גזר","NOUN","2295.0","in 059, 069",""
" bottle | jar | בקבוק | צנצנת","NOUN","2225.0","in 059, 073",""
"chew | eat | taste | לעסי | נגסי | כרסמי | גרסי | כססי | קססי | אכלי | סעדי | בלעי | טעמי","IMPERATIVE_VERB","1034.0","in 059, 236, 403, 407, 410",""
"lay | lie | נוחי | שכבי","IMPERATIVE_VERB","1054.0","in 059, 246",""
"sleep | שני | הרדמי | נמנמי | לוני | שינה | תרדמה | תנומה | מנוחה","NOUN | IMPERATIVE_VERB","2402.0","in 059, 246",""
"preserver | משמר | שומר | מציל","NOUN","2060.0","in 061",""
"life | חיים","NOUN","2202.0","in 061",""
"anchor | עוגן","NOUN","2263.0","in 061",""
"oar | משוט","NOUN","2403.0","in 061",""
"bit | bridle | harness | reins | רסן | רתמה | ריתמה | מושכות | רסני | רתמי","IMPERATIVE_VERB | NOUN","2087.0","in 061, 069",""
"erase | מחקי","IMPERATIVE_VERB","1117.0","in 063",""
"blackboard | chalk | chalkboard | slate | גיר | צפחה","NOUN","2409.0","in 063, 282",""
"draw | drew | ציירי | איירי | שרטטי","IMPERATIVE_VERB","1116.0","in 063, 407",""
"write | wrote | כתבי | רשמי","IMPERATIVE_VERB","1104.0","in 063, 407, 410",""
"fountain | מזרקה | מעיין | ברזיה | ברזייה","NOUN","2020.0","in 065",""
"square | כיכר | ככר | רחבה","NOUN","2405.0","in 065",""
"mount | ride | רכבי","IMPERATIVE_VERB","1049.0","in 069",""
"guide | lead | הדריכי | הובילי | הנחי | כווני | הנהיגי | נהלי","IMPERATIVE_VERB","1050.0","in 069",""
"saddle | אוכף | אכפי","NOUN | IMPERATIVE_VERB","2347.0","in 069",""
"trough | שוקת | אבוס","NOUN","2348.0","in 069",""
"c | doc | doctor | dr | wilbur | ס| כ | דוק | דוקטור | רופא | ד""ר | ווילבור","NOUN","2301.0","in 069, 220, 237, 256, 264, 384, 402",""
"call | holler | scream | shout | yell | צרחי | זעקי | צווחי | צעקי","IMPERATIVE_VERB","1058.0","in 069, 229, 239",""
"shower | מקלחת | טוש","NOUN","2167.0","in 073",""
"basket | waste | wastebasket | סל | פח | אשפה | סלסלה | סלסילה | זבל | פסולת | פח זבל | פח אשפה | סל אשפה","NOUN","2178.0","in 073",""
"label | תווית | תוית | מדבקה","NOUN","2334.0","in 073",""
"powder | אבקה","NOUN","2335.0","in 073",""
"print | הדפס | תדפיס | דפוס | טביעה | עקבות","NOUN","2338.0","in 073",""
"linen | פשתן | לבנים | מצעים | כלי מיטה","NOUN","2375.0","in 073",""
"towel | מגבת","NOUN","2376.0","in 073",""
"soap | סבון","NOUN","2377.0","in 073",""
"face | פנים | פרצוף","NOUN","2378.0","in 073",""
"medicine | תרופה","NOUN","2386.0","in 073",""
"wastepaper | פסולת נייר","NOUN","2387.0","in 073",""
"garbage | junk | relic | trash | זבל | אשפה | גרוטאה | גרוטאות | פסולת | שריד | שרידים | ענתיקה | ענתיקות","NOUN","2174.0","in 073, 075, 076",""
"flirt | פלרטטי","IMPERATIVE_VERB","1100.0","in 073, 204, 246, 269, 276, 277, 381, 382, 385, 413",""
"cease | stop | הפסיקי | חדלי | עוצר | מפסיק | מפסיקה | להפסיק | לעצור | לחדול","INDICATIVE_VERB","412.0","in 074",""
"swinging | מתנדנד | מתנדנדת","ADJECTIVE","567.0","in 074",""
"downstair | קומה תחתונה","NOUN","2071.0","in 074",""
"attic | עליית גג | עליה | עלייה","NOUN","2171.0","in 074",""
"dormer | חלון גג","NOUN","2141.0","in 074, 076",""
"keyhole | חור מנעול | חור מפתח","NOUN","2083.0","in 074, 201",""
"blossom | bouquet | flower | wildflower | פריחה | פרח | זר | לבלוב | צרור | פרחים | פרח בר","NOUN","2010.0","in 074, 205, 246",""
"fifi | maid | פיפי | עוזרת | מנקה | חדרנית","NOUN","2305.0","in 074, 231, 244, 261, 267, 270, 273, 380, 383","צ: הורדתי את 'משרתת'. יצר באג בשילוב עם  girl, ועם synonym שקיים בחלק מהסקריפטים. ואז קיבלנו fifi=celie"
"music | מוזיקה | מוסיקה | זמרה","NOUN","2163.0","in 074, 407",""
"newspaper | עיתון | עיתונים","NOUN","2120.0","in 075",""
"chest | torso | trunk | תיבה | ארגז | ","NOUN","2136.0","in 075, 076",""
"possession | stuff | thing | רכוש | בעלות | נכס | חפץ | דבר | משהו | סחורה | חפצים","NOUN","2207.0","in 075, 076",""
"hat | כובע | מגבעת","NOUN","2022.0","in 076, 280",""
"cape | coat | jacket | גלימה | שכמיה | מעיל | מקטורן | חלוק | ז'קט | חליפה","NOUN","2176.0","in 076, 280",""
"glove | כפפה | כפפות","NOUN","2177.0","in 076, 280",""
"boot | מגף | מגפיים","NOUN","2190.0","in 076, 280",""
"insignia | סמל | עיטור | דרגה | חותם","NOUN","2330.0","in 076, 280",""
"heel | sole | עקב | סוליה","NOUN","2415.0","in 076, 280",""
"exit | leave | יציאה | צאי | עזבי | פרשי | נטשי | ברחי","IMPERATIVE_VERB | NOUN","1061.0","in 201",""
"people | אנשים | בני אדם | נשים","NOUN","2262.0","in 204, 217, 230, 231, 232, 236, 245, 259, 270, 273, 383",""
"men | גברים","NOUN","2404.0","in 204, 230, 232, 237, 245, 259",""
"fish | דג | דגים | דוגי","NOUN | IMPERATIVE_VERB","2013.0","in 205",""
"weed | עשב","NOUN","2015.0","in 205",""
"bayou | bog | marsh | swamp | ביצה | שפך נהר | אגם | מפרץ | כבול","NOUN","2200.0","in 205",""
" moss | slime | אזוב | טחב | רפש | ריר | טינופת","NOUN","2279.0","in 205",""
"fog | mist | ערפל | אובך","NOUN","2319.0","in 205",""
" hall | hallway | מסדרון | פרוזדור | אולם | היכל","NOUN","2173.0","in 206",""
"entry | entryway | foyer | כניסה | לובי | מבואה","NOUN","2189.0","in 206",""
"kitchen | מטבח","NOUN","2288.0","in 206",""
"road | trail | שביל | מסלול | נתיב | שובל | מסילה | רחוב","NOUN","2094.0","in 207",""
"person | אדם | איש | אישיות | בן אדם | בנאדם","NOUN","2259.0","in 217, 230, 231, 232, 236, 237, 245, 259, 270, 383, 407",""
"rob | seize | snatch | steal | swipe | גנבי | שדדי | גזלי | חמסי | בזזי | החרימי | כבשי | עקלי | השתלטי | חטפי | החליקי | פלחי","IMPERATIVE_VERB","1011.0","in 220, 402, 407",""
"cigarette | סיגריה","NOUN","2311.0","in 223, 232, 233, 249, 258",""
"awaken | wake | waken | עורי | התעוררי | הקיצי","IMPERATIVE_VERB","1076.0","in 224, 261",""
"dry | יבשי","IMPERATIVE_VERB","1108.0","in 229",""
"death | מוות","NOUN","2411.0","in 233",""
"dough | כסף | בצק | עיסה","NOUN","2257.0","in 236",""
"bread | לחם | חלה | פת","NOUN","2271.0","in 236",""
"fling | pitch | throw | toss | השליכי  | זרקי | העיפי | ידי","IMPERATIVE_VERB","1035.0","in 239, 277, 407, 410",""
"ashtray |מאפרה","NOUN","2413.0","in 259",""
"darning | knitting | sock | סריגה | תפירה | גרב | גרביים","NOUN","2406.0","in 266",""
"bullet | כדור | קליע | תרמיל","NOUN","2294.0","in 280, 290, 410",""
"shoot | ירי | קלעי | תירי","IMPERATIVE_VERB","1017.0","in 290, 407",""
"load | טעני","IMPERATIVE_VERB","1103.0","in 290, 410",""
"broken | cracked | שבור | שבורה | מנופץ | מנופצת | מנותץ | מנותצת | מרוסק | מרוסקת | מקולקל | מקולקלת | הרוס | הרוסה | פרוץ | פרוצה | סדוק | סדוקה| מפוצץ | מפוצח","ADJECTIVE","539.0","in 382",""
"spot | מקום | נקודה | מיקום","NOUN","2393.0","in 382",""
"desert | pie | קינוח | עוגה | פשטידה | פאי","NOUN","2407.0","in 403",""
"who | מי | מיהו | מי זה","ADVERB","305.0","in 407",""
"is | זה | הוא | היא","INDICATIVE_VERB","404.0","in 407",""
"bye | הפרדי","IMPERATIVE_VERB","1009.0","in 407",""
"blow | toot | צפרי | שרקי | צפצפי | נשפי | נפחי | תקעי","IMPERATIVE_VERB","1055.0","in 407",""
"program | תכנני","IMPERATIVE_VERB","1118.0","in 407",""
"nose | אף | חוטם","NOUN","2085.0","in 407",""
"lord | master | אדון | אציל | שר | לורד | שליט | מורה | אב | אומן | גביר","NOUN","2185.0","in 407",""
"stump | גדם | גזע","NOUN","2260.0","in 407",""
"kerosene | קרוסין | נפט | בנזין | דלק","NOUN","2332.0","in 407",""
"laura | ליאורה | לאורה | לורה","NOUN","2351.0","in 407",""
"polish | rub | צחצחי | לטשי | הבריקי | מרקי | שפשפי | מרחי | עסי | חככי","IMPERATIVE_VERB","1072.0","in 410",""
"unload | פרקי","IMPERATIVE_VERB","1111.0","in 410",""
"dijon | feels | lastname | prune | sparrow | swansong | דיז'ון | פילס | שם משפחה | פרון | ספרו | סוונסונג | דיזון","NOUN","2302.0","in 413",""
"the | ה","ARTICLE","1.0","",""
"a | א","ARTICLE","2.0","",""
"an | אנ","ARTICLE","3.0","",""
"el | אל","ARTICLE","4.0","",""
"la | ל | לה","ARTICLE","5.0","",""
"los | לוס","ARTICLE","6.0","",""
"and | ו | +","CONJUNCTION","50.0","",""
"or | או","CONJUNCTION","51.0","",""
"nor | או","CONJUNCTION","52.0","",""
"if | אם","CONJUNCTION","54.0","",""
"but | אך | אבל | אלא | ברם","CONJUNCTION","55.0","",""
"it | זה | זהו | זוהי | זו | זאת | זאתי","PRONOUN","100.0","",""
"this | זה | זהו | זוהי | זו | זאת | זאתי","PRONOUN","101.0","",""
"these | אלה | אלו | הללו | הם | אותם | האלה | האלו | ההם","PRONOUN","102.0","",""
"that | זה | זהו | זוהי | זו | זאת | זאתי | ההוא | ההיא","PRONOUN","103.0","",""
"those | אלה | אלו | הללו | הם | אותם | האלה | האלו | ההם","PRONOUN","104.0","",""
"them | הם | הן | אותם","PRONOUN","105.0","",""
"themselves | בעצמם | עצמם | עצמן | בעצמן | לעצמם | לעצמן","PRONOUN","106.0","",""
"him | אותו | הוא | שלו","PRONOUN","107.0","",""
"himself | עצמו | בעצמו | לעצמו","PRONOUN","108.0","",""
"her | שלה | בה  | אותה | היא","PRONOUN","109.0","",""
"herself | עצמה | לעצמה | בעצמה","PRONOUN","110.0","",""
