res,id,msg,translation,comment
18,312,"You already showed me that, and I wasn't impressed. ","כבר הראית לי את זה, ולא התרשמתי.",
18,313,What do you make of this matchbook?,מה דעתך על קופסת הגפרורים הזאת?,
18,314,Seems ordinary enough to me.,נראית לי הכי רגילה שיש.,
18,315,Would you like to shake my hand?,תרצה ללחוץ את ידי?,
18,316,What is this? I don't do that male bonding stuff!,לשם מה? אני לא בקטע של אחוות גברים!,
18,322,Come on - forget your prejudice and shake hands...,נו בחייך - 'שתחרר מהדעות הקדומות ולחץ את ידי.,
18,323,Never. It's not natural.,לעולם לא. זה לא טבעי.,
18,324,What do you think of my flashlight?,מה דעתך על הפנס שלי?,
18,325,"Those electric lamps are useful, but limited in lifespan, in my experience.","נורות החשמל האלה אמנם יעילות, אך מוגבלות באורך חייהם, מהנסיון שלי לפחות.",
18,326,"I was given one for my birthday, but it stopped working after a month.","קיבלתי אחד ליום הולדת שלי, והוא הפסיק לעבוד אחרי חודש.",
18,327,The battery was probably drained.,הסוללה כנראה התרוקנה.,
18,328,What? Nobody told me! I threw it away!,מה? אף אחד לא אמר לי! זרקתי את הפנס לפח!,
18,329,Did I show you my flashlight?,הראיתי לך את הפנס שלי?,
18,330,Indeed you did.,הראית גם הראית.,
18,331,What do you make of this tissue?,מה אתה חושב על הממחטה הזאת?,
18,332,That is a very unpleasant object indeed.,זה חפץ מאוד לא נעים.,
18,335,Excuse me!,סלח לי!,
18,346,"Excuse me, Mr Leary!","סלח לי, מר לירי?",
18,347,"I fixed your glass washer, no problem.","תיקנתי לך את מדיח הכלים, קלי קלות.",
18,348,"Bingo, and a blessing to all the saints!","בינגו, וישתבח שמו הגדול!",
18,349,"A free half pint to that man, on the house!","חצי כוסית חינם לבחור הנחמד הזה, על חשבון הבית!",
18,350,Now - could you take a look at the beer pumps?,עכשיו - תוכל בבקשה להעיף מבט על משאבות הבירה?,
18,351,"I guess so, but I'm not making any promises...","אשתדל, אבל אני לא מבטיח שום דבר...",
18,352,If you can't fix them I'll have a riot on my hands!,אם לא תצליח לתקן אותן אני אשא באחריות למהומות שתפרוצנה!,
18,353,"The pumps are in the cellar, right?","המשאבות במרתף, נכון?",
18,354,That's right. You'll find a flashlight down there somewhere...,נכון מאוד. אתה תמצא שם פנס איפשהו...,
18,355,Hey! Where do you think you're going?,הי! לאן אתה חושב שאתה הולך?,
18,356,Excuse me?,סלח לי?,
18,357,No customers behind the bar! Ever!,לקוחות לא עוברים את הבר! אף פעם!,
18,358,Get out!,צא משם!,
18,359,I could try to fix your glass washer.,אני אשמח לנסות לתקן את מדיח הכלים.,
18,360,"Oh, no - not unless you're a qualified electrician...","הוי, לא - לא כל עוד אתה לא חשמלאי מוסמך...",
18,361,Don't change the subject!,אל תעביר נושא!,
18,362,Are you gonna pay me Peagram's rent or not?,אתה הולך לשלם לי על השכירות של פיגרם או לא?,
18,363,No way!,ממש לא!,
18,364,Listen - I'm not really his friend. I've never even met the guy!,תקשיב - אני לא באמת חבר שלו. אפילו לא פגשתי אותו מימיי!,
18,365,I need to find Peagram - urgently. I think his life is in danger.,אני חייב למצוא את פיגרם - בדחיפות. אני חושב שחייו בסכנה.,
18,366,Damn right it is!,צודק לגמרי!,
18,367,"Excuse me for butting in, Michael, but I think the young fella's telling the truth.","סלח לי שאני מתערב, מייקל, אבל אני חושב שהצעיר אומר את האמת.",
18,374,"I'm sorry I bit your head off, sir.","אני מצטער שירדתי עליך, אדוני.",
18,375,That's okay. I understand... I guess.,זה בסדר. אני מבין... פחות או יותר.,
18,376,Top of the morning to you!,בוקר בוקר אח שלי!,
18,378,I beg your pardon?,אבקש את סליחתך?,
18,379,"That's what you Irish say, isn't it?","ככה אתם האירים אומרים, לא?",
18,380,Do you want something or are you just flaunting your xenophobia?,אתה רוצה משהו או שאתה סתם מתרברב בשנאת הזרים שלך?,
18,381,Unh... I was trying to be sociable.,אהה... ניסיתי להיות חברותי.,
18,382,Hmph! Is it a room you're after?,המפף! אתה מחפש חדר?,
18,383,"No, thank you. I don't plan to stay too long.","לא, תודה. אני לא מתכנן להישאר כל כך הרבה זמן.",
18,384,Who does? Most folk take one look at Lochmarne and jump back on the bus.,מי כן? רוב האנשים מעיפים מבט חטוף על לושמרן וקופצים בחזרה לאוטובוס.,
18,385,That's not a bad idea. Do you have a vacancy?,זה רעיון לא רע. יש לך חדר פנוי?,
18,386,"I could, if you don't mind waiting until the last guest checks out.","בעיקרון כן, אם לא יהיה אכפת לך לחכות עד שהאורח האחרון יתפנה.",
18,387,No problem. When will that be?,אין בעיה. מתי זה יקרה?,
18,388,When the undertaker comes to collect him.,כשהקברן יבוא לאסוף אותו.,
18,397,What did you say to get rid of Fitzgerald?,מה אמרת כדי להיפטר מפיצגרלד?,
18,398,Uh... it was a... misunderstanding.,אה... זו היתה... אי הבנה מצערת.,
18,399,I've never seen him move so fast.,מעולם לא ראיתי אותו הולך כל כך מהר.,
18,400,"I could use your help at closing time, clearing the bar!","אוכל להיעזר בך בשעת הסגירה, בניקוי הבר!",
18,401,"Yes, sir?","כן, אדוני?",
18,402,He hadn't heard me...,הוא לא שמע אותי...,
18,403,Well?,ובכן?,
18,404,Well what?,ובכן מה?,
18,405,Are you going to fix this glass washer or not?,אתה הולך לתקן את מדיח הכלים או לא?,
18,407,What?,מה?,
18,412,I'm still waiting for you to fix this glass washer!,אני עדיין מחכה שתתקן את מדיח הכלים!,
18,413,Okay! Keep your hair on!,בסדר! לא צריך להכינס להיסטריה!,
18,414,"A glass of beer, please.","כוס בירה, בבקשה.",
18,415,"I'll try a glass of beer, please.","אנסה כוס בירה, בבקשה.",
18,416,Is this your first pint of 'real ale'?,זו פעם ראשונה שאתה שותה שיכר אמיתי?,
18,418,Beer that's brewed from natural ingredients to traditional methods.,בירה שבושלה ממרכיבים טבעיים בשיטות מסורתיות.,
18,419,"It shouldn't be kept under pressure, or refrigerated.","היא לא מוחזקת בתנאי לחץ, או בקירור.",
18,420,"And finally, it should have a good body and distinctive character.","ולבסוף, יש לה גוף טוב ואופי ייחודי.",
18,421,"In other words, it's flat and warm with bits in and it makes you fall over.","במילים אחרות, היא עדינה וחמימה ומפילה אותך מהרגליים.",
18,422,"May I have another beer, please?","אפשר עוד בירה, בבקשה?",
18,423,"Certainly, sir! Same again?","בהחלט, אדוני! אותו דבר?",
18,425,"That's the secret of the master brewers, sir!","זה הסוד של אשף הבירות, אדוני!",
18,426,Each barrel is lovingly manhandled in time-honored fashion...,כל חבית מטופלת באהבה באופנתיות עתיקת יומין...,
18,427,Suspended on skillfully tied ropes of the finest hemp...,תלויה על חבלי קנבוס קשורים במיומנות רבה...,
18,428,Lowered into the cellar utilising the forces of original gravity.,מורדת הישר לתוך מרתף בעזרת כוח משיכה טבעי.,
18,429,Like manna from heaven!,ממש כמו מן מהשמים!,
18,430,"Hey, how about another drink!","הי, מה דעתך על עוד סיבוב!",
18,431,Same again?,אותו דבר?,
18,432,"Hmm,,, Do you serve cocktails?",הממ... אתם מגישים קוקטיילים?,
18,433,I'll serve anyone with manners and money.,אני מגיש לכל אחד עם נימוסים וכסף.,
18,434,I'm serious. Have you considered turning MacDevitts into a cocktail bar?,אני רציני. שקלת להסב את מקדוויטס לבר קוקטיילים?,
18,436,What? Kids in the bar?! Can you imagine it?,מה? ילדים בבר?! אתה יכול לדמיין את זה?,
18,437,"Pinball, pimples and puke!","פינבול, חצ'קונים והקאות!",
18,439,"Gimme another beer, dude!","תן לי עוד בירה, חבוב!",
18,440,"Give EVERYONE another beer! Let's PARTY, guys!","תן לכולם עוד בירה! בואו נחגוג, חברים!",
18,441,"I think you've had enough, don't you?","נראה לי ששתית מספיק, לא?",
18,442,"Hey, listen - is it supposed to taste the way it does?","הי, תקשיב - זה באמת אמור להיות הטעם שלה?",
18,444,"More beer, over here!","עוד בירה, לכאן!",
18,445,"Yes, sir.","כן, אדוני.",
18,446,"I'm sorry, but the pump appears to be broken!","אני מצטער, אבל מסתבר שהמשאבה מקולקלת!",
18,447,I could fix it for you!,אני יכול לתקן אותה בשבילך!,
18,448,I don't think so. This is a job for a professional electrician.,אני לא חושב. זו עבודה לחשמלאים מוסמכים.,
18,449,"Oh well, at least the glass washer is still working...","טוב שיהיה, לפחות מדיח הכלים עדיין עובד...",
18,450,"It's not my day, is it?","זה לא היום שלי, אה?",
18,451,What can you tell me about the castle?,מה תוכל לספר לי על הטירה?,
18,452,You're the second person to ask me that today!,אתה האדם השני ששואל אותי את זה היום!,
18,453,I don't know anything about the castle.,אני לא יודע כלום על הטירה.,
18,454,It's only an old ruin anyway.,זה בסך הכול חורבה עתיקה.,
18,455,Who else was asking about the castle?,מי עוד שאל על הטירה?,
18,456,He said he was a reporter.,הוא אמר שהוא עיתונאי.,
18,457,He was askin' about the little people!,הוא שאל על האנשים הקטנים!,
18,458,I could have told him a tale or two about d' liddle people. ,יכולתי לספר לו אגדה או שתים על האנשים הקטנים.,
18,459,He might have paid me to hear what he wanted me to say. ,הוא היה משלם לי על מנת לשמוע את מה שיש לי להגיד.,
18,460,"Anyway, I chucked him out on his arse.","בכל מקרה, זרקתי אותו החוצה.",
18,461,"Good for you, Mick! That's the way to deal with journalists!","כל הכבוד לך, מיק! ככה מטפלים בעיתונאים!",
18,467,"Have you served any, uh... clowns recently?",נתת שירות לאחרונה ל...ליצנים?,
18,468,"No, you're the first today.","לא, אתה הראשון היום.",
18,469,Seriously - I'm looking for a man dressed in a clown costume.,ברצינות - אני מחפש אדם שלבוש כמו ליצן.,
18,470,Would he be having a little white dog with a black patch over the eye?,היה לו כלב לבן קטן עם רטיה שחורה על העין?,
18,471,I shouldn't think so.,לא נראה לי.,
18,496,What?,מה?,
18,498,Do you know a man called Peagram?,אתה מכיר אדם בשם פיגרם?,
18,499,Indeed I do!,בטח שמכיר!,
18,500,"Are you a friend of his, by any chance?","אתה חבר שלו, במקרה?",
18,501,"In a manner of speaking, I am.","במובן מסוים, כן.",
18,502,"Right, me boyo! A hundred and sixty quid he owes me! Pay up!","נכון, נערי! מאה ושישים לירות הוא חייב לי! שלם עכשיו!",
18,503,"That's Peagram's business, not mine.","זה העסק של פיגרם, לא שלי.",
18,504,"Ah, but he's done a bunk, hasn't he? Scampered!","אה, אבל הוא דפק ברז, לא? התחפף!",
18,505,I know. That's why I'm here. To look for him.,אני יודע. וזו בדיוק הסיבה שאני פה. לחפש אותו.,
18,506,And what about the money he owes me?,ומה לגבי הכסף שהוא חייב לי?,
18,507,"When I find him, I'll remind him about it.","כשאמצא אותו, אתן לו תזכורת בעניין.",
18,508,"Oh, no. I'm just trying to track him down.","אה, לא. אני רק מנסה לעלות על עקבותיו.",
18,509,Me too! That son of a bitch should be locked away!,גם אני! הבן אלף צריך לשבת בכלא!,
18,510,Did Peagram stay here?,האם פיגרם שהה כאן?,
18,511,"Yes, he did! Six nights - plus breakfast.","כן, בהחלט! שש לילות - פלוס ארוחת בוקר.",
18,512,"He couldn'a had breakfast dis morning, not unless he had it afore he went to bed! ","הבוקר הוא לא אכל את הארוחה שלו, אלא אם כן הוא אכל אותה לפני שהלך לישון!",
18,513,"What the hell are you talking about, Doyle?","על מה לכל השדים והרוחות אתה מדבר, דויל?",
18,514,"D' history fella - I seen him dis morning, crack o' dawn. ","האיש ההיסטורי - ראיתי אותו הבוקר, בעלות השחר.",
18,515,"I had t' get up at four o' clock, t' see to d' missus. ","קמתי בארבע בבוקר, כדי לטפל באשתי.",
18,516,"I didn't know your wife was sick, Pat! ","לא ידעתי שאשתך חולה, פט!",
18,517,"She's not. Anyhow - I went out to empty d' bucket, and what d'you think I saw? ","היא לא. בכל מקרה - יצאתי לרוקן את הדלי, ומה אתם חושבים שראיתי?",
18,518,"For the love o' God, Doyle - get to the point!","למען השם, דויל - תגיע כבר לנקודה!",
18,519,"It was d' history man, headin' out o' d' village - on a bicycle! ","זה היה איש ההיסטוריה, יוצא מהכפר - על אופניים!",
18,520,"I knew it! Hand over my money, or I'll throw you out!","ידעתי! תביא את הכסף שלי, או שאני זורק אותך החוצה!",
18,521,That's right - in the best room in the house.,נכון - החדר הכי טוב בבית.,
18,522,Dat's d' one wid d' bed.,היחיד עם המיטה.,
18,523,Can I see Peagram's room?,אפשר לראות את החדר של פיגרם?,
18,524,It's been taken by one of the brothers from the reformatory.,הוא נתפס על ידי האחים מהמוסד לעבריינים צעירים.,
18,525,They come every year for spiritual refreshment.,הם באים כל שנה לרענון רוחני.,
18,526,Dat's a good one! Dere idea of refreshment is a gutful of stout!,זה טוב! הם תופסים את המונח רענון בתור בטן מלאה בבירה!,
18,527,I wouldn't want to disturb a man of God.,לא הייתי רוצה להפריע לאיש האלוקים.,
18,528,Especially not a big fella from the bad boys' home.,במיוחד לא לבחור הגדול מבית העבריינים.,
18,529,"I don't blame you, Mick. Dat brother's got muscles like a muscle-man! ","אני לא מאשים אותך, מיק. לאחר הזה יש שרירים של שרירן!",
18,530,About Fitzgerald...,בקשר לפיצגרלד...,
18,531,I'm looking for a man named Fitzgerald.,אני מחפש אדם בשם פיצגרלד.,
18,532,Fitzy? What's he done?,פיצי? מה הוא עשה?,
18,533,I believe he may have worked at Peagram's dig.,אני מאמין שהוא עבד בחפירה של פיגרם.,
18,534,Sean Fitzgerald? WORK? You've got the wrong guy!,שון פיצגרלד? עבד? התבלבלת כנראה עם מישהו אחר!,
18,535,Do you know Sean Fitzgerald very well?,אתה מכיר היטב את שון פיצגרלד?,
18,536,I know him enough not to sell him more than two pints.,אני מכיר אותו מספיק טוב בשביל לא למכור לו יותר משתי כוסות.,
18,537,He's like a kid when he gets a few beers inside him.,הוא כמו ילד ברגע שהוא גומע כמה כוסות בירה.,
18,538,I'm not surprised - he's on medication. For his nerves.,אני לא מופתע - הוא על תרופות. נגד המחלת עצבים.,
18,539,There's nothing wrong with his nerves! He's just screwy.,אין שום בעיה בעצבים שלו! הוא פשוט מטורלל.,
18,540,Aren't you going to see what happened to Fitzgerald?,אתה לא מתכוון לבדוק מה קרה לפיצגרלד?,
18,541,Why?,למה?,
18,542,D... didn't you hear what the kid said?,ל... לא שמעת מה הילד אמר?,
18,543,The man's been hit by an automobile!,הבן אדם נפגע מרכב!,
18,544,"You don't want to listen to Maguire. He's a born liar, and a hooligan!","אתה לא אמור להקשיב למגווייר. הוא נולד שקרן, וחוליגן!",
18,545,I'm really concerned for Fitzgerald's safety!,אני באמת דואג לבטחונו של פיצגרלד!,
18,546,"Why? He's probably gone home, unless he's in the ditch.","למה? הוא כנראה חזר הביתה, אלא אם כן הוא בתעלה.",
18,547,Don't you care about him? He was real uptight when he left the bar!,אתה לא דואג לו? הוא היה מאוד מתוח כשהוא יצא מהבר!,
18,548,"And whose fault was that? YOU were talking to him, not me.","ומי אשם בזה? אתה דיברת איתו, לא אני.",
18,549,"That's right, Michael. ","נכון מאוד, מייקל.",
18,550,"It's not wrong you are dere, Mister O'Brien.","זו לא טעות שלך, מר אובריאן.",
18,551,"Now just a minute, you guys! All I did was ask him about Peagram.","תעצרו רגע, חברים! בסך הכול שאלתי אותו על פיגרם.",
18,552,That fella owes me a hundred and eighty quid!,"הברנש הזה חייב לי מאה ושמונים ליש""ט!",
18,553,"That's a awful lot of money, Michael.","זה טונות של כסף, מייקל.",
18,554,"With compound interest, too. It grows with each time o' telling...","עם ריבית קצוצה, כמובן. היא מצטברת תוך כדי שאנחנו מדברים...",
18,555,"Look, I gotta be going...","תראה, אני חייב לזוז...",
18,556,I don't want anything.,אני לא רוצה כלום.,
18,557,Just give me a shout when you do...,תצעק לי כשאתה רוצה משהו...,
18,558,Thanks...,תודה...,
18,559,I found your flashlight.,מצאתי את הפנס שלך.,
18,560,So I see. You'd better keep hold of that until you've fixed the pumps.,שמתי לב. כדאי שתשמור על זה טוב עד שתתקן את המשאבות.,
18,561,Do you recognize this man?,אתה מזהה את האיש הזה?,
18,562,"No, I don't. What d'you want with him?","לא, אני לא. מה אתה רוצה ממנו?",
18,563,I've got a score to settle...,יש לי חשבון ארוך איתו...,
18,564,"I don't want any trouble in the bar, mister.","אני לא רוצה צרות בבר, אדוני.",
18,565,"If it's a fight you're looking for, see Father Mahoney.","אם אתה מחפש מלחמות, דבר עם האב מהוני.",
18,566,A priest? A man of the cloth?,כומר? איש דת?,
18,567,"Sure, and he teaches the boys how to box at the youth club.","ברור, הוא מלמד את הבנים איגרוף במועדון הנוער.",
18,568,"According to Mahoney, it develops character.","לדבריו של מהוני, זה מפתח אישיות.",
18,569,"Isn't that right, Pat? Didn't he teach you the art of pugilism?","זה לא נכון, פט? הוא לא לימד אותך את תורת ההיאבקות?",
18,570,Doyle!,דויל!,
18,571,"Sorry, Michael. I was miles away. What did you say?","סליחה, מייקל. לא הייתי מרוכז. מה אמרת?",
18,572,"Ah, never mind.","אה, לא חשוב.",
18,573,You already asked me that.,כבר שאלת אותי את זה.,
18,574,Does this false nose mean anything to you?,האם האף המזוייף הזה אומר לך משהו?,
18,575,"It's not red nose day again, is it?","זה לא פורים היום, נכון?",
18,577,"I know that! Good god almighty, what d'you take me for?","ידעתי! אלוקים אדירים, מה אתה חושב שאני?",
18,578,"And before you ask, I haven't seen any clowns in the bar.","ולפני שאתה שואל, לא ראיתי שום ליצנים בבר.",
18,582,"No, it doesn't!","לא, זה לא!",
18,583,Does this piece of wire mean anything to you?,האם פיסת החוט הזאת אומרת לך משהו?,
18,584,"Good god, man - put it away!","ריבונו של עולם, בנאדם - תעיף את זה מכאן!",
18,585,What's the problem?,מה הבעיה?,
18,586,"Don't play the innocent with me, mister!","אל תשחק אותה תמים, אדון!",
18,587,"What you do with that wire is your own business, but don't drag me into it!","מה שאתה עושה עם החוט זה עניין שלך, אבל אל תערב אותי בזה!",
18,588,"No, it doesn't.","לא, זה לא.",
18,589,Here's something which might interest you...,הנה משהו שאולי יעניין אותך...,
18,590,Huh? What is it?,אה? מה זה?,
18,591,My passport to the sewers of Paris.,הדרכון שלי לביבי פריז.,
18,592,Is that so?,האומנם?,
18,593,"Did you see the snooker last night, Mr. O'Brien?","ראית את משחק הסנוקר אתמול בלילה, מר אובריאן?",
18,594,"I haven't got a television, Michael.","אין לי טלויזיה, מייקל.",
18,597,I take it no-one wants to hear about my underground escapades?,אני מבין שאף אחד לא רוצה לשמוע על ההרפתקאות התת קרקעיות שלי?,
18,599,It doesn't.,זה לא.,
18,600,Do you recognize this matchbook?,אתה מזהה את קופסת הגפרורים הזאת?,
18,601,"No, sir.","לא, אדוני.",
18,602,Does this...,האם זה...,
18,603,I knew it! The minute you walked through the door I knew you spelled trouble!,ידעתי! בשניה שחצית את הדלת ידעתי שאתה מתכון לצרות!,
18,604,Now just a minute!,עכשיו רק דקה!,
18,605,"It might be what you're used to in New York, but we don't use that stuff here!","יכול להיות שזה מה שאתם רגילים בניו יורק, אבל אצלנו לא משתמשים בדברים האלה!",
18,606,"Hey, it's plaster! I found it in the castle!","הי, זה גבס! מצאתי את זה בטירה!",
18,607,I'm not interested.,אני לא מעוניין.,
18,608,Shake my hand...,לחץ את ידי...,
18,609,"Hey, bartender!","הי, ברמן!",
18,610,"Landlord, if y' don't mind.","בעל הבית, אם לא אכפת לך.",
18,611,"Sorry. Shake my hand, why don't you...","סליחה. לחץ את ידי, אם לא...",
18,612,Now why should I do that? What have you got up your sleeve?,למה שאעשה זאת? מה אתה מחביא מתחת לשרוול?,
18,613,"Nothing! C'mon, just shake my hand...","כלום! יאלל'ה, בוא נלחץ ידיים...",
18,614,"Not just now, mister. I have t' be careful on account o' the health restrictions.","לא עכשיו, אדון. לא הקפדתי לאחרונה על כללי ההיגיינה.",
18,615,"Aw, jeez!","אוח, אלוהים!",
18,616,Why won't you shake my hand?,מדוע אינך לוחץ את ידי?,
18,617,Because I don't know where you've been.,כי אני לא יודע איפה ביקרת.,
18,618,Do you recognize the name on this card?,אתה מזהה את השם על הכרטיס?,
18,619,No - should I?,לא - אני אמור?,
18,621,Are you sure you don't recognize this...,אתה בטוח שאינך מזהה את זה...,
18,622,I told you - no!,אמרתי לך - לא!,
18,623,It just so happens I'm an electrician! Check out my credentials..,ממש במקרה אני חשמלאי! תראה את האישורים שלי...,
18,624,"Well, now, isn't that marvelous?","ובכן, האין זה נפלא?",
18,625,Here's a house bedeviled with faulty wiring of a wayward nature...,הנה בית בקצה העולם עם חיווט לקוי מממלחמת העולם...,
18,626,"Here's you, an electric man - with a little plastic card t' prove it!","והנה אתה, חשמלאי - עם כרטיס מגנטי קטן שמוכיח את זה!",
18,628,You can make a start on the glass washer.,אתה יכול להתחיל עם מדיח הכלים.,
18,629,When you've finished that will you take a look at the pumps...?,כשתסיים איתו תוכל להציץ על המשאבות...?,
18,630,Check out my card...,הנה הכרטיס שלי...,
18,631,"I've seen it, for heaven's sake!","ראיתי אותו, למען השם!",
18,632,May I borrow this towel?,אפשר לשאול ממך מגבת?,
18,633,"Sure you can, on one condition...","בטח שאפשר, בתנאי אחד...",
18,634,What's that?,שהוא?,
18,635,You keep it away from old Ron.,אתה מרחיק אותה מרון הזקן.,
18,636,Who's Ron?,מי זה רון?,
18,637,That's him in the corner - with the hygiene problem.,ההוא בפינה - עם בעיית ההיגיינה.,
18,638,You can keep it.,שמור אותה לעצמך.,
18,639,Does this gem mean anything to you?,האם היהלום הזה אומר לך משהו?,
18,640,"Phew! What a beauty! I bet you wish that was real, don't you?","שיו! איזה יופי! בטח היית מת שזה יהיה אמיתי, אה?",
18,641,Does this tissue mean anything to you?,הממחטה הזאת אומרת לך משהו?,
18,642,That's disgusting!,היא מגעילה!,
18,643,Uh-huh! I found it in the sewers,חה-חה! מצאתי אותה בביוב.,
18,644,What's the idea of waving it around in my face?,אז מה הרעיון לנופף לי אותה מול הפרצוף?,
18,645,"You're worse than old Ron! Put it away, man!","אתה יותר גרוע מרון הזקן! זרוק אותה, בנאדם!",
18,646,"No, it doesn't.","לא, זה לא.",
18,647,Hey! I just seen a big red...,הי! הרגע ראיתי מכונית...,
18,648,"Get out of here, Maguire!","עוף מפה,מגווייר!",
18,649,Come back when you're old enough!,תחזור כשתהיה מספיק בוגר!,
18,650,What's the lad howling about?,על מה הילד יילל שם?,
18,651,A big red sports car!,מכונית ספורט אדומה גדולה!,
18,652,Sean Fitzgerald's been runned over!,ראיתי את פיצגרלד נדרס!,
18,653,Get OUT!,צא מכאן!,
18,654,Noisy little tyke.,זאטוט רעשן.,
18,655,"Maybe you should send out some medicinal brandy, Michael...","אולי תשלח מישהו החוצה עם קצת ברנדי רפואי, מייקל...",
18,656,"Oh, yes! And who's going to pay for it?","אה, כן! ומי הולך לשלם על זה?",
18,657,Not me!,לא אני!,
18,658,"Me too, neither!",גם לא אני!,
18,659,"Hello, there! My name's George Stobbart.",שלום שלום! שמי ג'ורג' סטואברט.,
18,660,"Excuse me, mister O'Brien...","סלח לי, מר אובריאן...",
18,661,Pleased to meet you I'm sure. I'm O'Brien. Can I help you?,נעים להכיר אותך אני בטוח. אני אובריאן. איך אפשר לעזור לך?,
18,662,What now?,מה עכשיו?,
18,663,"Hello, there. What now?",שלום לך. מה עכשיו?,
18,664,Young Fitzgerald seems to have a problem...,נראה שלפיצגרלד הצעיר יש בעיה...,
18,665,Uh... yeah. I don't know what got into him.,אה... כן. אני לא יודע מה עובר עליו.,
18,666,He's a strange lad. Gets wrapped up inside himself.,הוא בחור משונה. הולך ושוקע בתוך עצמו.,
18,667,He wasn't listening...,הוא לא הקשיב...,
18,668,"What can you tell me about the castle, Mr O'Brien?","מה תוכל לספר לי על הטירה, מר אובריאן?",
18,669,"Ah, you're wasting your time. ","אתה, אתה מבזבז את זמנך.",
18,670,There's no story there - just a pile of rock and rubble.,אין שם שום סיפור - סתם ערימות של סלעים ועפר.,
18,671,"It's a fine sight now, isn't it?","זה אתר יפה עכשיו, נכון?",
18,672,"Dates back to the tenth century, you know.","מתוארך למאה העשירית, אתה יודע.",
18,673,"Most of the existing building was added much later, of course.","רוב המבנים הקיימים נוספו בשלבים מאוחרים יותר, כמובן.",
18,674,Are the ruins open to the public?,האם החורבות פתוחות לציבור?,
18,675,"Oh, no - it's much too dangerous.","אה, לא - מדי מסוכן שם.",
18,676,Anyway there's nothing of interest remaining.,בכל מקרה גם אין שם שום דבר מעניין.,
18,677,Peagram thought otherwise didn't he?,"פיגרם חשב אחרת, הלא כן?",
18,678,"Ah, but it's not difficult to get them history boys excited is it?","אה, נערי ההיסטוריה האלה מתלהבים בקלות יתר, לא כך?",
18,679,Give them a bone to play with and they're happy as puppies.,תן להם עצם לשחק איתה והם יתרגשו כמו כלבלבים קטנים.,
18,680,Can you tell me about the tripod which was found at the castle?,תוכל לתת לי מידע על החצובה שמצאתי בטירה?,
18,681,Now there's a bone of contention and controversy.,כעת נגעת בסלע המחלוקת ואי ההסכמה.,
18,682,It was dug up by an Englishman of the archaeological persuasion.,היא נחפרה על ידי אנגלי מהכת הארכיאולוגית.,
18,685,Who was this Englishman?,מי היה אותו אנגלי?,
18,686,Professor Peagram. The same man who dug up the gem...,פרופסור פיגרם. אותו אחד שחשף את היהלום...,
18,687,Was it Peagram who dug up the tripod at the castle?,היה זה פיגרם שחשף את החצובה בטירה?,
18,688,The same man if he wasn't his twin brother.,הוא ולא אחר אלא אם כן היה לו אח תאום.,
18,689,And can you guess what he did with the tripod?,ואתה יכול לנחש מה הוא עשה בחצובה?,
18,690,He sent it to a museum in Paris. I've seen it.,הוא שלח אותו למוזיאון בפריז. ראיתי אותה.,
18,691,How can I get into the castle?,איך אני נכנס לטירה?,
18,692,"Those walls were built specifically to stop people getting in, Mr Stobbart.","החומות נבנו במיוחד כדי למנוע מאנשים כמוך להיכנס, מר סטובארט.",
18,693,"But I dare say you'll find a way, if you've the will...","אבל אני מאמין שתמצא דרך, אם יש לך את הנחישות...",
18,694,"Listen, it's closed, locked, barred and bolted.","תקשיב, זה סגור, נעול, מוברח ומוברג.",
18,695,The castle is as impenetrable as the walls of Troy.,הטירה בלתי חדירה כמו החומות של טרויה.,
18,696,"So I can't get in, then?","אז אני לא יכול להיכנס, אם כך?",
18,697,"My, you're bright for a journalist!","וואו, אתה מבריק בתור עיתונאי!",
18,698,Have you heard of the Phantom?,שמעת על השד?,
18,699,More than that - I've seen it!,יותר מזה - ראיתי אותו!,
18,700,And let me tell you - it's a dreadful spectacle!,ותרשה לי לומר לך - זה מחזה נוראי!,
18,701,So it's not just a local legend?,אז זו לא סתם אגדה מקומית?,
18,702,There really IS a Phantom of Lochmarne?,באמת יש שד בלושמרן?,
18,703,"Oh, no.","הו, לא.",
18,704,I was talking about the Phantom of the Opera.,דיברתי על השד בבקבוק.,
18,705,What can you tell me about the gem which Peagram found?,מה תוכל לספר לי על היהלום שמצא פיגרם?,
18,706,Now there is a gem which should never have been taken.,עכשיו זה יהלום שלא היה אמור להילקח.,
18,707,A man would have to be full of greed to covet that stone.,בנאדם צריך להיות מלא בתאוות בצע כדי לחמוד את האבן הזאת.,
18,708,"What's your interest in the jewel? You're not a reporter, are you?",מדוע אתה מתעניין בתכשיט? אתה לא עיתונאי במקרה?,
18,709,"Yes, that's right.",מודה באשמה.,
18,710,"Another bloody news hound...! Well, you're wasting your time here, boy.","עוד צייד כותרות ארור...! ובכן, אתה מבזבז את הזמן שלך פה, ילד.",
18,711,You'll find the people of Lochmarne are a tight-lipped and cautious lot.,אתה תמצא את אנשי לושמרן קפוצי שפתיים ושומרי סוד.,
18,712,Why? Have you got something to hide?,למה? יש לכם משהו להסתיר?,
18,713,It's just that we don't like to wash our dirty laundry in public.,זה רק שאנחנו לא אוהבים לכבס את הכביסה המלוכלכת שלנו בחוץ.,
18,714,"Oh, no.","הו, לא.",
18,715,Thank the lord for that.,תודה לאל על כך.,
